# צבירה חוצת-מבחנים · קורפוס=22 מבחנים · פריטים ייחודיים=4254
מנורמל	ייצוג	סוג	תוצאה	התאמה	מועדים	הופעות	ממוצע-שאלה	ציטוטים
כה	כה	completion	miss		3	3	0.0	autumn_2021·פרק1·ש12·אפשרות 4 ; winter_2022·פרק2·ש12·אפשרות 2 ; 2020_winter·פרק2·ש11·אפשרות 2
כולם	כולם	completion	close	כלמ	3	3	0.0	spring_2023·פרק2·ש7·אפשרות 4 ; summer_2022·פרק1·ש10·אפשרות 2 ; 2020_winter·פרק2·ש10·אפשרות 4
כעס	כעס	analogy	miss		3	3	5.0	autumn_2023·פרק1·ש6·מסיח 2 ; summer_2025·פרק1·ש4·מסיח 1 ; 2019_spring·פרק2·ש5·לא-זוהה
כפר	כפר	analogy+completion	full	כפר	3	3	3.0	autumn_2023·פרק2·ש15·אפשרות 1 ; summer_2026·פרק1·ש5·רגל ; 2020_autumn·פרק2·ש1·מסיח 2
כרה	כרה	analogy	full	כרה	3	3	3.7	spring_2022·פרק1·ש3·רגל ; summer_2025·פרק1·ש3·רגל ; 2020_winter·פרק1·ש5·מסיח 1
כרם	כרם	analogy	miss		3	3	3.3	autumn_2021·פרק1·ש1·מסיח 3 ; 2020_autumn·פרק2·ש4·מסיח 2 ; 2020_winter·פרק1·ש5·רגל
לאכול	לאכול	analogy+completion	close	אכל	3	3	2.0	autumn_2021·פרק1·ש12·אפשרות 2 ; autumn_2023·פרק1·ש2·רגל ; 2020_summer·פרק2·ש2·מסיח 2
לבני	לבני	completion	close	לבנ	3	3	0.0	summer_2025·פרק2·ש7·אפשרות 4 ; 2020_spring·פרק1·ש9·אפשרות 2 ; 2020_summer·פרק2·ש12·אפשרות 4
לבקש	לבקש	analogy	close	בקש	3	3	3.7	autumn_2024·פרק1·ש5·מסיח 4 ; spring_2025·פרק1·ש3·מסיח 1 ; winter_2022·פרק1·ש3·מסיח 4
להאזין	להאזין	analogy	miss		3	3	2.3	spring_2022·פרק2·ש3·מסיח 2 ; spring_2023·פרק1·ש2·מסיח 1 ; 2020_spring·פרק2·ש2·מסיח 4
להאמין	להאמין	analogy+completion	close	אמנ	3	3	1.0	autumn_2023·פרק2·ש15·אפשרות 3 ; 2019_winter·פרק2·ש1·מסיח 4 ; 2020_spring·פרק1·ש11·אפשרות 1
להבין	להבין	completion	miss		3	3	0.0	autumn_2024·פרק1·ש15·אפשרות 4 ; summer_2025·פרק1·ש16·אפשרות 3 ; 2020_autumn·פרק2·ש17·אפשרות 2
להימנע	להימנע	completion	miss		3	3	0.0	spring_2023·פרק1·ש13·אפשרות 4 ; spring_2025·פרק1·ש11·אפשרות 2 ; winter_2023·פרק1·ש10·אפשרות 1
להסתיר	להסתיר	analogy	close	סתר	3	3	3.0	autumn_2021·פרק2·ש5·מסיח 3 ; 2019_spring·פרק1·ש2·לא-זוהה ; 2020_winter·פרק1·ש2·מסיח 2
להעניק	להעניק	analogy+completion	close	ענק	3	3	5.0	spring_2024·פרק1·ש17·אפשרות 1 ; spring_2025·פרק2·ש5·מסיח 4 ; 2020_winter·פרק1·ש8·אפשרות 2
להשפיע	להשפיע	completion	miss		3	3	0.0	summer_2025·פרק1·ש16·אפשרות 3 ; winter_2022·פרק1·ש10·אפשרות 4 ; 2020_summer·פרק1·ש7·אפשרות ?
להתגלות	להתגלות	analogy+completion	miss		3	3	4.0	autumn_2024·פרק2·ש6·מסיח 2 ; summer_2022·פרק2·ש2·מסיח 3 ; 2020_summer·פרק2·ש11·אפשרות 4
להתיר	להתיר	analogy	full	התיר	3	3	1.7	autumn_2023·פרק1·ש1·רגל ; winter_2023·פרק1·ש1·מסיח 2 ; 2020_autumn·פרק2·ש3·מסיח 4
להתריע	להתריע	analogy	full	התריע	3	3	3.7	spring_2022·פרק2·ש3·מסיח 3 ; summer_2024·פרק1·ש3·מסיח 4 ; 2020_autumn·פרק2·ש5·מסיח 3
למצוא	למצוא	analogy+completion	close	מצא	3	3	1.0	autumn_2023·פרק1·ש1·מסיח 2 ; summer_2026·פרק2·ש12·אפשרות 1 ; winter_2022·פרק2·ש12·אפשרות 3
לעומת	לעומת	completion	miss		3	3	0.0	winter_2022·פרק1·ש9·אפשרות 1 ; 2019_winter·פרק1·ש15·אפשרות 3 ; 2020_winter·פרק1·ש8·אפשרות 1
לקלף	לקלף	analogy	miss		3	3	3.7	autumn_2021·פרק2·ש4·מסיח 2 ; summer_2022·פרק2·ש3·מסיח 4 ; 2020_winter·פרק2·ש4·רגל
לשאול	לשאול	analogy	miss		3	3	2.3	spring_2024·פרק2·ש2·רגל ; spring_2025·פרק1·ש3·רגל ; 2019_spring·פרק1·ש2·לא-זוהה
לשכנע	לשכנע	analogy+completion	close	כנע	3	3	2.0	autumn_2024·פרק1·ש15·אפשרות 3 ; summer_2023·פרק2·ש16·אפשרות 3 ; 2019_spring·פרק1·ש2·רגל
לשלם	לשלם	analogy	miss		3	3	1.7	spring_2024·פרק2·ש1·מסיח 2 ; spring_2025·פרק1·ש3·מסיח 3 ; summer_2025·פרק2·ש1·מסיח 3
לשמוע	לשמוע	analogy+completion	miss		3	3	4.5	spring_2025·פרק2·ש6·מסיח 1 ; summer_2022·פרק2·ש16·אפשרות 4 ; 2020_winter·פרק2·ש3·מסיח 1
לשנות	לשנות	analogy+completion	close	שנת	3	3	3.0	autumn_2024·פרק1·ש15·אפשרות 1 ; summer_2023·פרק2·ש15·אפשרות 4 ; 2020_summer·פרק1·ש3·מסיח 3
לתבל	לתבל	analogy	full	תבל	3	3	1.3	spring_2022·פרק1·ש1·מסיח 4 ; summer_2023·פרק2·ש1·מסיח 4 ; 2020_summer·פרק2·ש2·מסיח 2
לתקן	לתקן	analogy+completion	miss		3	3	3.0	autumn_2023·פרק1·ש1·מסיח 1 ; spring_2025·פרק1·ש11·אפשרות 3 ; 2020_autumn·פרק2·ש5·מסיח 1
מאמין	מאמין	analogy+completion	close	אמנ	3	3	5.5	autumn_2021·פרק2·ש13·אפשרות 4 ; spring_2025·פרק1·ש6·מסיח 3 ; 2020_winter·פרק2·ש5·מסיח 4
מדויק	מדויק	analogy+completion	miss		3	3	5.0	spring_2025·פרק1·ש5·מסיח 4 ; summer_2024·פרק2·ש11·אפשרות 1 ; 2020_summer·פרק2·ש11·אפשרות 2
מזאת	מזאת	completion	close	זאת	3	3	0.0	winter_2023·פרק1·ש11·אפשרות 2 ; 2019_winter·פרק2·ש9·אפשרות 2 ; 2020_winter·פרק1·ש8·אפשרות ?
מחבת	מחבת	analogy	miss		3	3	1.3	autumn_2023·פרק1·ש2·רגל ; winter_2022·פרק1·ש1·מסיח 1 ; 2020_winter·פרק2·ש1·מסיח 3
מחזאי	מחזאי	analogy	miss		3	3	2.3	spring_2025·פרק2·ש2·מסיח 4 ; summer_2026·פרק1·ש1·מסיח 4 ; 2020_summer·פרק2·ש4·מסיח 3
מחייבת	מחייבת	completion	miss		3	3	0.0	autumn_2024·פרק2·ש13·אפשרות 1 ; autumn_2025·פרק2·ש?·אפשרות 4 ; summer_2021·פרק1·ש12·אפשרות 2
מחילה	מחילה	analogy	close	מחל	3	3	1.3	spring_2024·פרק2·ש2·מסיח 1 ; summer_2023·פרק1·ש1·רגל ; 2019_winter·פרק1·ש1·מסיח 3
מטוס	מטוס	analogy	miss		3	3	2.7	summer_2022·פרק1·ש2·מסיח 2 ; 2020_autumn·פרק2·ש2·מסיח 4 ; 2020_summer·פרק2·ש4·מסיח 2
מטרה	מטרה	analogy+completion	miss		3	3	2.5	autumn_2023·פרק2·ש1·מסיח 4 ; spring_2025·פרק1·ש12·אפשרות 2 ; summer_2022·פרק1·ש4·מסיח 1
מכך	מכך	completion	close	מככ	3	3	0.0	autumn_2023·פרק1·ש13·אפשרות 4 ; spring_2023·פרק1·ש13·אפשרות 1 ; summer_2021·פרק2·ש10·אפשרות 4
מלח	מלח	analogy	full	מלח	3	3	2.7	autumn_2021·פרק2·ש4·מסיח 3 ; spring_2022·פרק1·ש2·מסיח 1 ; 2019_winter·פרק1·ש2·מסיח 4
ממש	ממש	completion	miss		3	3	0.0	autumn_2024·פרק2·ש12·אפשרות 1 ; spring_2025·פרק2·ש16·אפשרות 2 ; winter_2022·פרק1·ש7·אפשרות 2
מסוכן	מסוכן	analogy+completion	close	מסכ	3	3	1.0	spring_2023·פרק2·ש1·מסיח 2 ; spring_2025·פרק2·ש14·אפשרות 2 ; 2020_autumn·פרק2·ש16·אפשרות 1
מעשה	מעשה	analogy+completion	full	מעושה	3	3	4.5	spring_2023·פרק1·ש3·מסיח 4 ; summer_2021·פרק1·ש6·מסיח 4 ; 2020_spring·פרק1·ש11·אפשרות ?
מפחיד	מפחיד	analogy	close	מפח	3	3	4.0	autumn_2024·פרק1·ש4·רגל ; spring_2025·פרק2·ש4·מסיח 1 ; summer_2021·פרק2·ש4·מסיח 2
מקרב	מקרב	completion	miss		3	3	0.0	winter_2022·פרק2·ש14·אפשרות 2 ; 2019_spring·פרק1·ש14·אפשרות ? ; 2020_winter·פרק1·ש8·אפשרות 3
מרובה	מרובה	completion	miss		3	3	0.0	spring_2023·פרק2·ש7·אפשרות 1 ; spring_2024·פרק1·ש18·אפשרות 2 ; winter_2023·פרק1·ש11·אפשרות 2
משאבים	משאבים	completion	miss		3	3	0.0	autumn_2024·פרק2·ש13·אפשרות 3 ; autumn_2025·פרק1·ש11·אפשרות 1 ; spring_2023·פרק1·ש13·אפשרות 2
משכיל	משכיל	analogy+completion	close	משכ	3	3	2.0	autumn_2023·פרק2·ש3·רגל ; summer_2021·פרק2·ש1·מסיח 2 ; 2020_summer·פרק1·ש8·אפשרות ?
מתקשה	מתקשה	analogy+completion	close	קשה	3	3	2.0	autumn_2023·פרק2·ש15·אפשרות 3 ; autumn_2024·פרק1·ש2·מסיח 1 ; 2019_spring·פרק2·ש13·אפשרות ?
נכון	נכון	completion	miss		3	3	0.0	spring_2024·פרק1·ש18·אפשרות 3 ; 2020_spring·פרק2·ש8·אפשרות 3 ; 2020_summer·פרק2·ש11·אפשרות 4
נמנעו	נמנעו	completion	miss		3	3	0.0	autumn_2024·פרק2·ש12·אפשרות 4 ; spring_2023·פרק1·ש13·אפשרות 1 ; spring_2025·פרק1·ש11·אפשרות 1
סובל	סובל	analogy+completion	full	סביל	3	3	2.0	spring_2025·פרק1·ש11·אפשרות 3 ; summer_2022·פרק2·ש2·מסיח 1 ; 2020_summer·פרק2·ש13·אפשרות 3
סועד	סועד	analogy	full	סועד	3	3	2.3	spring_2023·פרק2·ש4·מסיח 2 ; spring_2025·פרק2·ש2·מסיח 1 ; summer_2026·פרק1·ש1·מסיח 2
סירב	סירב	analogy+completion	miss		3	3	2.0	autumn_2025·פרק1·ש12·אפשרות 1 ; summer_2024·פרק2·ש10·אפשרות 4 ; 2020_summer·פרק1·ש2·מסיח 3
סכנה	סכנה	analogy	close	סכנ	3	3	4.3	summer_2023·פרק1·ש4·מסיח 4 ; summer_2024·פרק1·ש3·מסיח 4 ; winter_2023·פרק2·ש6·מסיח 1
סרט	סרט	analogy+completion	miss		3	3	6.0	autumn_2025·פרק2·ש6·מסיח 4 ; summer_2023·פרק1·ש6·מסיח 3 ; winter_2022·פרק2·ש12·אפשרות 2
עונש	עונש	analogy+completion	miss		3	3	2.0	spring_2024·פרק2·ש2·מסיח 2 ; spring_2025·פרק1·ש12·אפשרות 1 ; winter_2022·פרק2·ש13·אפשרות 2
עין	עין	analogy+completion	full	עוין	3	3	1.0	autumn_2023·פרק2·ש13·אפשרות 3 ; spring_2022·פרק2·ש1·מסיח 3 ; 2019_spring·פרק2·ש13·אפשרות ?
עלייה	עלייה	completion	close	עלה	3	3	0.0	autumn_2024·פרק2·ש12·אפשרות 1 ; summer_2026·פרק2·ש13·אפשרות 2 ; 2019_winter·פרק1·ש15·אפשרות ?
ענן	ענן	analogy	miss		3	3	1.3	autumn_2023·פרק2·ש2·מסיח 3 ; summer_2025·פרק1·ש1·מסיח 4 ; 2020_summer·פרק1·ש1·מסיח 2
עץ	עץ	analogy+completion	miss		3	3	2.5	autumn_2023·פרק2·ש13·אפשרות 1 ; summer_2025·פרק1·ש3·מסיח 1 ; 2020_winter·פרק2·ש2·מסיח 1
עתה	עתה	analogy+completion	miss		3	5	3.5	summer_2024·פרק2·ש10·אפשרות 4 ; winter_2022·פרק2·ש4·מסיח 1 ; winter_2022·פרק2·ש14·אפשרות 1 ; 2019_winter·פרק1·ש3·רגל ; 2019_winter·פרק1·ש15·אפשרות ?
פחד	פחד	analogy+completion	miss		3	3	3.0	summer_2021·פרק2·ש4·מסיח 2 ; 2019_spring·פרק2·ש13·אפשרות ? ; 2019_winter·פרק1·ש2·מסיח 2
פחדן	פחדן	analogy	miss		3	3	2.0	autumn_2024·פרק1·ש4·רגל ; autumn_2025·פרק2·ש1·מסיח 4 ; spring_2024·פרק1·ש1·רגל
פלא	פלא	completion	close	פלא	3	3	0.0	spring_2023·פרק2·ש9·אפשרות 2 ; summer_2025·פרק1·ש14·אפשרות 1 ; 2019_spring·פרק2·ש14·אפשרות ?
ציווה	ציווה	analogy	full	ציה	3	3	3.7	autumn_2021·פרק2·ש1·מסיח 1 ; autumn_2024·פרק2·ש4·מסיח 1 ; summer_2022·פרק2·ש6·מסיח 3
צייר	צייר	analogy	full	צור	3	3	2.0	spring_2022·פרק1·ש3·מסיח 4 ; summer_2025·פרק1·ש2·רגל ; summer_2026·פרק1·ש1·מסיח 1
קהה	קהה	analogy	full	קהה	3	3	4.3	spring_2024·פרק2·ש6·רגל ; summer_2024·פרק2·ש4·רגל ; winter_2023·פרק2·ש3·מסיח 1
קול	קול	analogy+completion	miss		3	3	3.5	summer_2023·פרק1·ש2·מסיח 2 ; 2019_winter·פרק2·ש10·אפשרות 3 ; 2020_winter·פרק2·ש5·מסיח 1
קוראים	קוראים	completion	close	ראמ	3	3	0.0	spring_2025·פרק1·ש10·אפשרות 1 ; summer_2026·פרק2·ש12·אפשרות 3 ; 2020_winter·פרק2·ש10·אפשרות 4
קליל	קליל	analogy+completion	miss		3	3	4.0	autumn_2021·פרק2·ש2·מסיח 1 ; spring_2022·פרק1·ש9·אפשרות 2 ; summer_2022·פרק1·ש6·מסיח 4
קליפה	קליפה	analogy	miss		3	3	3.7	autumn_2021·פרק2·ש4·מסיח 2 ; summer_2022·פרק2·ש3·מסיח 4 ; 2020_winter·פרק2·ש4·רגל
קצר	קצר	analogy+completion	close	קצר	3	3	4.5	autumn_2021·פרק1·ש12·אפשרות 2 ; 2020_autumn·פרק1·ש4·רגל ; 2020_winter·פרק1·ש5·מסיח 4
רהיט	רהיט	analogy	full	רהוט	3	3	2.7	summer_2024·פרק1·ש5·רגל ; winter_2023·פרק2·ש2·מסיח 2 ; 2020_summer·פרק2·ש1·מסיח 4
רוצה	רוצה	analogy+completion	close	רצה	3	3	3.5	spring_2023·פרק2·ש5·מסיח 1 ; winter_2023·פרק1·ש12·אפשרות 2 ; 2020_spring·פרק1·ש2·רגל
רטוב	רטוב	analogy	miss		3	3	3.0	autumn_2021·פרק2·ש2·רגל ; spring_2024·פרק2·ש6·מסיח 4 ; winter_2022·פרק1·ש1·רגל
רצוי	רצוי	analogy+completion	miss		3	3	6.0	spring_2022·פרק2·ש17·אפשרות 3 ; summer_2022·פרק1·ש8·אפשרות 1 ; 2020_summer·פרק1·ש6·מסיח 4
שאינה	שאינה	completion	close	אנה	3	3	0.0	autumn_2021·פרק2·ש12·אפשרות 2 ; summer_2025·פרק1·ש15·אפשרות 1 ; 2019_spring·פרק1·ש13·אפשרות ?
שב	שב	analogy+completion	miss		3	3	2.0	winter_2023·פרק1·ש11·אפשרות 1 ; 2020_autumn·פרק2·ש16·אפשרות 1 ; 2020_summer·פרק1·ש2·מסיח 1
שביר	שביר	analogy	close	שבר	3	3	1.3	autumn_2021·פרק2·ש2·מסיח 3 ; autumn_2023·פרק1·ש1·מסיח 1 ; 2019_winter·פרק2·ש1·מסיח 2
שכיחות	שכיחות	analogy+completion	full	שכיח	3	3	4.0	spring_2024·פרק1·ש5·רגל ; summer_2023·פרק2·ש15·אפשרות 2 ; 2020_summer·פרק2·ש3·רגל
שכנע	שכנע	analogy	close	כנע	3	3	3.0	autumn_2024·פרק2·ש4·מסיח 2 ; autumn_2025·פרק2·ש2·מסיח 4 ; summer_2022·פרק1·ש3·מסיח 2
שלילית	שלילית	completion	close	שלל	3	3	0.0	summer_2023·פרק1·ש11·אפשרות 2 ; winter_2022·פרק2·ש12·אפשרות 1 ; 2020_winter·פרק1·ש9·אפשרות 3
שעון	שעון	analogy+completion	miss		3	3	5.0	spring_2023·פרק1·ש5·רגל ; summer_2021·פרק2·ש10·אפשרות 4 ; winter_2023·פרק1·ש5·מסיח 2
שער	שער	analogy	miss		3	3	4.0	summer_2021·פרק2·ש6·מסיח 3 ; summer_2022·פרק2·ש1·מסיח 2 ; 2020_summer·פרק1·ש5·מסיח 4
תכנן	תכנן	analogy	close	תכנ	3	3	3.3	summer_2024·פרק2·ש3·מסיח 1 ; 2020_autumn·פרק1·ש2·רגל ; 2020_spring·פרק2·ש5·מסיח 4
תנאי	תנאי	analogy+completion	miss		3	3	6.0	autumn_2025·פרק2·ש?·אפשרות 1 ; winter_2023·פרק1·ש11·אפשרות 4 ; 2019_winter·פרק2·ש6·מסיח 3
תקווה	תקווה	analogy+completion	miss		3	4	4.0	autumn_2025·פרק1·ש4·מסיח 2 ; autumn_2025·פרק1·ש11·אפשרות 4 ; summer_2023·פרק2·ש17·אפשרות 1 ; 2019_spring·פרק2·ש13·אפשרות ?
תריס	תריס	analogy	close	תרס	3	3	2.0	autumn_2023·פרק1·ש4·מסיח 3 ; autumn_2024·פרק2·ש1·רגל ; winter_2023·פרק1·ש1·מסיח 1
תשלום	תשלום	analogy	miss		3	3	4.3	spring_2022·פרק1·ש5·מסיח 4 ; summer_2023·פרק1·ש5·מסיח 3 ; winter_2022·פרק2·ש3·מסיח 2
אבדה	אבדה	analogy+completion	close	אבד	2	2	1.0	autumn_2023·פרק1·ש15·אפשרות 1 ; summer_2023·פרק1·ש1·מסיח 2
אבוס	אבוס	analogy	full	אבוס	2	2	3.0	2020_autumn·פרק1·ש3·מסיח 2 ; 2020_winter·פרק1·ש3·מסיח 3
אביו	אביו	completion	miss		2	2	0.0	2020_spring·פרק1·ש11·אפשרות 1 ; 2020_summer·פרק1·ש8·אפשרות ?
אבן	אבן	analogy	full	אביון	2	2	1.0	autumn_2023·פרק2·ש1·רגל ; 2020_spring·פרק2·ש1·רגל
אדנית	אדנית	analogy	close	אדנ	2	2	4.0	2019_winter·פרק2·ש4·מסיח 1 ; 2020_autumn·פרק2·ש4·מסיח 1
אדריכל	אדריכל	analogy	close	רכל	2	2	2.0	spring_2025·פרק2·ש2·רגל ; 2020_spring·פרק2·ש2·רגל
אהב	אהב	analogy	miss		2	2	3.5	autumn_2021·פרק1·ש3·רגל ; 2020_summer·פרק1·ש4·מסיח 1
אוויר	אוויר	analogy	miss		2	2	2.0	autumn_2024·פרק2·ש1·מסיח 2 ; summer_2021·פרק2·ש3·מסיח 3
אוכלוסייה	אוכלוסייה	analogy	close	אכל	2	2	5.0	summer_2024·פרק2·ש6·מסיח 3 ; 2019_winter·פרק1·ש4·מסיח 3
אולי	אולי	analogy+completion	miss		2	2	3.0	autumn_2024·פרק1·ש15·אפשרות 1 ; summer_2023·פרק1·ש3·רגל
אופי	אופי	analogy	miss		2	2	5.5	autumn_2021·פרק1·ש5·רגל ; summer_2024·פרק2·ש6·מסיח 1
אורך רוח	אורך רוח	analogy	full	אורך רוח	2	2	3.0	autumn_2025·פרק2·ש5·מסיח 3 ; summer_2021·פרק2·ש1·מסיח 1
אות	אות	analogy	miss		2	2	3.0	2019_spring·פרק1·ש5·לא-זוהה ; 2020_autumn·פרק2·ש1·רגל
איום	איום	analogy	miss		2	2	3.5	summer_2022·פרק1·ש4·מסיח 3 ; 2020_spring·פרק2·ש3·מסיח 1
איטי	איטי	analogy+completion	miss		2	2	5.0	spring_2024·פרק1·ש5·מסיח 1 ; winter_2022·פרק1·ש7·אפשרות 1
אינני	אינני	completion	close	אננ	2	2	0.0	autumn_2021·פרק2·ש14·אפשרות 2 ; 2019_winter·פרק1·ש14·אפשרות ?
אירח	אירח	analogy	full	אורח	2	2	3.5	summer_2022·פרק1·ש3·מסיח 3 ; 2020_summer·פרק1·ש4·מסיח 3
אישיותו	אישיותו	completion	miss		2	2	0.0	spring_2023·פרק2·ש7·אפשרות 2 ; winter_2022·פרק1·ש8·אפשרות 4
איתו	איתו	completion	miss		2	2	0.0	autumn_2023·פרק2·ש13·אפשרות 1 ; summer_2024·פרק1·ש16·אפשרות 4
אכילה	אכילה	analogy	close	אכל	2	2	1.0	autumn_2025·פרק1·ש1·מסיח 3 ; 2020_winter·פרק2·ש1·מסיח 3
אליה	אליה	completion	miss		2	2	0.0	autumn_2021·פרק2·ש13·אפשרות 1 ; spring_2024·פרק2·ש11·אפשרות 4
אסם	אסם	analogy	full	אסם	2	2	2.0	autumn_2021·פרק1·ש1·מסיח 2 ; 2020_winter·פרק1·ש3·מסיח 1
אפילו	אפילו	completion	close	אפל	2	2	0.0	autumn_2024·פרק2·ש12·אפשרות 2 ; winter_2022·פרק2·ש12·אפשרות 1
ארנק	ארנק	analogy	miss		2	2	3.0	spring_2023·פרק1·ש5·מסיח 4 ; summer_2025·פרק2·ש1·מסיח 3
אשמה	אשמה	analogy+completion	close	אשמ	2	2	3.0	summer_2024·פרק1·ש3·מסיח 2 ; 2020_spring·פרק1·ש11·אפשרות 2
אתמול	אתמול	analogy+completion	miss		2	2	3.0	summer_2022·פרק2·ש16·אפשרות 4 ; 2019_winter·פרק1·ש3·לא-זוהה
בא	בא	analogy+completion	miss		2	2	3.0	summer_2023·פרק2·ש15·אפשרות 4 ; summer_2026·פרק1·ש3·רגל
באדם	באדם	completion	close	אדמ	2	2	0.0	spring_2025·פרק1·ש12·אפשרות 3 ; 2020_summer·פרק2·ש12·אפשרות 3
בארץ	בארץ	completion	close	ארצ	2	2	0.0	autumn_2023·פרק1·ש15·אפשרות 1 ; autumn_2025·פרק1·ש10·אפשרות 4
בגדים	בגדים	analogy	close	גדמ	2	2	2.5	spring_2025·פרק1·ש1·מסיח 1 ; 2019_winter·פרק2·ש4·מסיח 4
בד	בד	analogy	miss		2	2	3.0	spring_2023·פרק1·ש5·מסיח 3 ; 2020_spring·פרק2·ש1·מסיח 3
בדבר	בדבר	completion	close	דבר	2	2	0.0	summer_2021·פרק2·ש12·אפשרות 1 ; winter_2022·פרק2·ש14·אפשרות 2
בדיוק	בדיוק	completion	close	בדק	2	2	0.0	spring_2023·פרק2·ש7·אפשרות 2 ; summer_2023·פרק2·ש16·אפשרות 2
בהאשמות	בהאשמות	completion	close	אשמ	2	2	0.0	autumn_2023·פרק2·ש14·אפשרות 4 ; 2020_spring·פרק1·ש11·אפשרות 3
בהחלט	בהחלט	completion	miss		2	2	0.0	autumn_2025·פרק1·ש11·אפשרות 3 ; spring_2024·פרק1·ש17·אפשרות 1
בהצלחה	בהצלחה	analogy+completion	close	צלח	2	2	4.0	autumn_2025·פרק1·ש4·מסיח 4 ; winter_2022·פרק2·ש14·אפשרות 3
בהקדם	בהקדם	completion	close	בהק	2	2	0.0	autumn_2025·פרק1·ש11·אפשרות 1 ; 2019_spring·פרק1·ש13·אפשרות ?
בהרבה	בהרבה	completion	miss		2	2	0.0	summer_2023·פרק2·ש15·אפשרות 2 ; 2020_winter·פרק1·ש8·אפשרות 1
בוודאי	בוודאי	completion	miss		2	2	0.0	summer_2023·פרק1·ש9·אפשרות 4 ; 2020_spring·פרק1·ש11·אפשרות 4
