מנורמל	ייצוג	סיבה	הערה	מנה
צנח	צנח	דחייה: שכיחה		j-27
צנחן	צנחן	דחייה: שכיחה		j-27
צעיף	צעיף	דחייה: שכיחה		j-27
צפוי	צפוי	דחייה: שכיחה		j-06
צפויה	צפויה	דחייה: שכיחה		j-27
צפיפות	צפיפות	דחייה: שכיחה		j-27
קודם	קודם	דחייה: שכיחה		j-06
קווים	קווים	דחייה: שכיחה		j-28
קול	קול	דחייה: שכיחה		j-02
קולב	קולב	דחייה: שכיחה		j-28
קולות	קולות	דחייה: שכיחה		j-28
קומקום	קומקום	דחייה: שכיחה		j-28
קופה	קופה	דחייה: שכיחה		j-28
קופסה	קופסה	דחייה: שכיחה		j-28
קור	קור	דחייה: שכיחה		j-28
קורא	קורא	דחייה: שכיחה		j-06
קושי	קושי	דחייה: שכיחה		j-28
קטטה	קטטה	דחייה: שכיחה	ספק: רווחת בלשון החדשות, אך מופיעה גם ברשימות אוצר-מילים	j-28
קטנוע	קטנוע	דחייה: שכיחה		j-28
קטר	קטר	דחייה: שכיחה		j-28
קיווה	קיווה	דחייה: שכיחה		j-28
קיום	קיום	דחייה: שכיחה		j-28
קיים	קיים	דחייה: שכיחה		j-28
קיימים	קיימים	דחייה: שכיחה		j-28
קינא	קינא	דחייה: שכיחה		j-28
קינוח	קינוח	דחייה: שכיחה		j-06
קינמון	קינמון	דחייה: שכיחה		j-28
קירח	קירח	דחייה: שכיחה		j-28
קירחות	קירחות	דחייה: שכיחה		j-28
קל	קל	דחייה: שכיחה		j-28
קלות	קלות	דחייה: שכיחה		j-28
קלידים	קלידים	דחייה: שכיחה	ספק: מוכר בעיקר מהקשר מוזיקלי (קלידן, קלידים)	j-28
קליל	קליל	דחייה: שכיחה		j-02
קליפה	קליפה	דחייה: שכיחה		j-02
קלסר	קלסר	דחייה: שכיחה		j-28
קם	קם	דחייה: שכיחה		j-28
קמט	קמט	דחייה: שכיחה		j-28
קמטים	קמטים	דחייה: שכיחה		j-28
קמין	קמין	דחייה: שכיחה	ספק: מילה שאולה, אך רווחת בלשון היומיום	j-28
קנאה	קנאה	דחייה: שכיחה		j-06
קנסוהו	קנסוהו	דחייה: שכיחה		j-28
קפוא	קפוא	דחייה: שכיחה		j-28
קצב	קצב	דחייה: שכיחה		j-28
קציר	קציר	דחייה: שכיחה		j-28
קצר	קצר	דחייה: שכיחה		j-02
קר	קר	דחייה: שכיחה		j-06
קרא	קרא	דחייה: שכיחה		j-06
קרובות	קרובות	דחייה: שכיחה		j-28
קרחת יער	קרחת יער	דחייה: שכיחה	ספק: צירוף שקוף-למחצה המוכר מטיולים; הופעה יחידה כרגל בשאלה 1	j-28
קשב	קשב	דחייה: שכיחה		j-28
קשור	קשור	דחייה: שכיחה		j-28
קשקשים	קשקשים	דחייה: שכיחה		j-28
קשר	קשר	דחייה: שכיחה		j-28
ראה	ראה	דחייה: שכיחה		j-28
ראוי	ראוי	דחייה: שכיחה		j-06
ראיות	ראיות	דחייה: שכיחה		j-28
ראייה	ראייה	דחייה: שכיחה		j-06
רבה	רבה	דחייה: שכיחה		j-01
רגוע	רגוע	דחייה: שכיחה		j-28
רגז	רגז	דחייה: שכיחה		j-28
רגיל	רגיל	דחייה: שכיחה		j-06
רגליים	רגליים	דחייה: שכיחה		j-28
רגש	רגש	דחייה: שכיחה		j-28
רגשות	רגשות	דחייה: שכיחה		j-28
רדף	רדף	דחייה: שכיחה		j-06
רואה	רואה	דחייה: שכיחה		j-06
רובה	רובה	דחייה: שכיחה		j-28
רובע	רובע	דחייה: שכיחה		j-28
רוגע	רוגע	דחייה: שכיחה		j-28
רודני	רודני	דחייה: שכיחה		j-28
רועה	רועה	דחייה: שכיחה		j-28
רופא	רופא	דחייה: שכיחה		j-28
רוצה	רוצה	דחייה: שכיחה		j-02
רותח	רותח	דחייה: שכיחה		j-28
רחוב	רחוב	דחייה: שכיחה		j-28
רחוקות	רחוקות	דחייה: שכיחה		j-28
רחץ	רחץ	דחייה: שכיחה		j-28
רחצה	רחצה	דחייה: שכיחה		j-28
רטוב	רטוב	דחייה: שכיחה		j-02
ריאיון	ריאיון	דחייה: שכיחה		j-28
ריכוז	ריכוז	דחייה: שכיחה		j-28
ריפוד	ריפוד	דחייה: שכיחה		j-29
רישיון	רישיון	דחייה: שכיחה		j-06
רך	רך	דחייה: שכיחה		j-06
רכבת	רכבת	דחייה: שכיחה		j-29
רכוש	רכוש	דחייה: שכיחה		j-29
רכישת	רכישת	דחייה: שכיחה		j-06
רכש	רכש	דחייה: שכיחה		j-29
רם	רם	דחייה: שכיחה		j-29
רמות	רמות	דחייה: שכיחה		j-29
רמז	רמז	דחייה: שכיחה		j-06
רמזור	רמזור	דחייה: שכיחה		j-29
רמקול	רמקול	דחייה: שכיחה		j-29
רסק	רסק	דחייה: שכיחה		j-29
רעב	רעב	דחייה: שכיחה		j-06
רעיון	רעיון	דחייה: שכיחה		j-29
רעיל	רעיל	דחייה: שכיחה		j-29
רעל	רעל	דחייה: שכיחה		j-29
רענן	רענן	דחייה: שכיחה		j-29
רעש	רעש	דחייה: שכיחה		j-29
רפרף	רפרף	דחייה: שכיחה	ספק: שגור בלשון הדיבור (רפרוף על חומר), אך גבולי	j-06
רפת	רפת	דחייה: שכיחה		j-29
רץ	רץ	דחייה: שכיחה		j-29
רצוי	רצוי	דחייה: שכיחה		j-02
רצון	רצון	דחייה: שכיחה		j-06
רצופת	רצופת	דחייה: שכיחה		j-29
רציני	רציני	דחייה: שכיחה		j-06
רצינית	רצינית	דחייה: שכיחה		j-29
רציפות	רציפות	דחייה: שכיחה		j-29
רצף	רצף	דחייה: שכיחה		j-29
רשאי	רשאי	דחייה: שכיחה		j-06
רשת	רשת	דחייה: שכיחה		j-29
שאל	שאל	דחייה: שכיחה		j-06
שאלון	שאלון	דחייה: שכיחה		j-29
שאפתן	שאפתן	דחייה: שכיחה	ספק: מוכר לרוב התלמידים; הופעה יחידה כמסיח בש2 קלה	j-29
שב	שב	דחייה: שכיחה		j-02
שבור	שבור	דחייה: שכיחה		j-06
שביר	שביר	דחייה: שכיחה		j-02
שגוי	שגוי	דחייה: שכיחה		j-06
שגויות	שגויות	דחייה: שכיחה		j-29
שואל	שואל	דחייה: שכיחה		j-29
שואף	שואף	דחייה: שכיחה		j-29
שוב	שוב	דחייה: שכיחה		j-29
שוטרים	שוטרים	דחייה: שכיחה		j-29
שולחן	שולחן	דחייה: שכיחה		j-29
שומע	שומע	דחייה: שכיחה		j-29
שונא	שונא	דחייה: שכיחה		j-29
שוני	שוני	דחייה: שכיחה		j-29
שופט	שופט	דחייה: שכיחה		j-29
שופכים	שופכים	דחייה: שכיחה		j-30
שוקל	שוקל	דחייה: שכיחה		j-30
שורש	שורש	דחייה: שכיחה		j-06
שורשים	שורשים	דחייה: שכיחה		j-30
שותפה	שותפה	דחייה: שכיחה		j-30
שותק	שותק	דחייה: שכיחה		j-30
שחקן	שחקן	דחייה: שכיחה		j-06
שט	שט	דחייה: שכיחה		j-30
שטחית	שטחית	דחייה: שכיחה		j-30
שטרות	שטרות	דחייה: שכיחה		j-30
שיבח	שיבח	דחייה: שכיחה		j-30
שיבחו	שיבחו	דחייה: שכיחה		j-30
שידוך	שידוך	דחייה: שכיחה		j-30
שיטת	שיטת	דחייה: שכיחה		j-30
שייט	שייט	דחייה: שכיחה		j-30
שילם	שילם	דחייה: שכיחה		j-30
שימוש	שימוש	דחייה: שכיחה		j-30
שינה	שינה	דחייה: שכיחה		j-01
שיעור	שיעור	דחייה: שכיחה		j-30
שיפוע	שיפוע	דחייה: שכיחה		j-30
שיפץ	שיפץ	דחייה: שכיחה		j-30
שיקול דעת	שיקול דעת	דחייה: שכיחה		j-30
שיתוף	שיתוף	דחייה: שכיחה		j-30
שכבות	שכבות	דחייה: שכיחה		j-30
שכונה	שכונה	דחייה: שכיחה		j-30
שכחה	שכחה	דחייה: שכיחה		j-30
שכיחה	שכיחה	דחייה: שכיחה		j-30
שכנוע	שכנוע	דחייה: שכיחה		j-30
שכנע	שכנע	דחייה: שכיחה		j-02
שכר	שכר	דחייה: שכיחה		j-30
שלג	שלג	דחייה: שכיחה		j-30
שלום	שלום	דחייה: שכיחה		j-06
שלמה	שלמה	דחייה: שכיחה		j-30
שמאל	שמאל	דחייה: שכיחה		j-30
שמאלה	שמאלה	דחייה: שכיחה		j-30
שמועות	שמועות	דחייה: שכיחה		j-30
שמחה	שמחה	דחייה: שכיחה		j-01
שמחו	שמחו	דחייה: שכיחה		j-30
שמחתם	שמחתם	דחייה: שכיחה		j-30
שמיכה	שמיכה	דחייה: שכיחה		j-30
שמן	שמן	דחייה: שכיחה		j-06
שן	שן	דחייה: שכיחה		j-30
שעון	שעון	דחייה: שכיחה		j-02
שעון יד	שעון יד	דחייה: שכיחה		j-30
שעון קיר	שעון קיר	דחייה: שכיחה		j-30
שעמם	שעמם	דחייה: שכיחה		j-30
שער	שער	דחייה: שכיחה		j-02
שערות	שערות	דחייה: שכיחה		j-06
שקט	שקט	דחייה: שכיחה		j-30
שקר	שקר	דחייה: שכיחה		j-30
שריטה	שריטה	דחייה: שכיחה		j-31
שרירי	שרירי	דחייה: שכיחה		j-31
שרפה	שרפה	דחייה: שכיחה		j-31
שרת	שרת	דחייה: שכיחה		j-31
שתה	שתה	דחייה: שכיחה		j-31
שתוי	שתוי	דחייה: שכיחה		j-31
שתייה	שתייה	דחייה: שכיחה		j-31
שתיל	שתיל	דחייה: שכיחה		j-06
שתל	שתל	דחייה: שכיחה		j-06
שתלטן	שתלטן	דחייה: שכיחה	ספק: מוכר בלשון הדיבור (אח שתלטן)	j-31
שתק	שתק	דחייה: שכיחה		j-31
תאווה	תאווה	דחייה: שכיחה	ספק: מוכרת מצירופים שגורים (תאוות בצע)	j-31
תבואה	תבואה	דחייה: שכיחה	ספק: מוכרת מלימודי מקרא ומהקשר חקלאי, אך גבולית	j-06
תבוסה	תבוסה	דחייה: שכיחה	ספק: רווחת בחדשות ובספורט; אות המבחן (ש6, שני סוגים) חזק	j-06
תבלין	תבלין	דחייה: שכיחה		j-06
תבנית	תבנית	דחייה: שכיחה		j-31
תבשילים	תבשילים	דחייה: שכיחה		j-31
תגבורת	תגבורת	דחייה: שכיחה		j-31
תגובה	תגובה	דחייה: שכיחה		j-31
תגלית	תגלית	דחייה: שכיחה		j-31
תדלק	תדלק	דחייה: שכיחה		j-31
תהום	תהום	דחייה: שכיחה		j-31
תו	תו	דחייה: שכיחה		j-06
תובעני	תובעני	דחייה: שכיחה	ספק: שגור (עבודה תובענית)	j-31
תודה	תודה	דחייה: שכיחה		j-31
תוכן	תוכן	דחייה: שכיחה		j-31
תולדות	תולדות	דחייה: שכיחה		j-31
תועלת	תועלת	דחייה: שכיחה		j-01
תוצאה	תוצאה	דחייה: שכיחה		j-06
תוצר	תוצר	דחייה: שכיחה		j-06
תורם	תורם	דחייה: שכיחה		j-01
תורמת	תורמת	דחייה: שכיחה		j-06
תושב	תושב	דחייה: שכיחה		j-31
תושבים	תושבים	דחייה: שכיחה		j-31
תותח	תותח	דחייה: שכיחה		j-31
תזכורת	תזכורת	דחייה: שכיחה		j-06
תזמורת	תזמורת	דחייה: שכיחה		j-06
תחום	תחום	דחייה: שכיחה		j-31
תחנת דלק	תחנת דלק	דחייה: שכיחה		j-31
תחנת כוח	תחנת כוח	דחייה: שכיחה		j-31
תחרות	תחרות	דחייה: שכיחה		j-06
תחתון	תחתון	דחייה: שכיחה		j-31
תיאור	תיאור	דחייה: שכיחה		j-31
תיק	תיק	דחייה: שכיחה		j-31
תירס	תירס	דחייה: שכיחה		j-31
תכולה	תכולה	דחייה: שכיחה	ספק: שגורה (תכולת דירה)	j-31
תכונה	תכונה	דחייה: שכיחה		j-31
תכנון	תכנון	דחייה: שכיחה		j-31
תכנן	תכנן	דחייה: שכיחה		j-02
תכשיט	תכשיט	דחייה: שכיחה		j-31
תלול	תלול	דחייה: שכיחה		j-31
תלונה	תלונה	דחייה: שכיחה		j-31
תלמידים	תלמידים	דחייה: שכיחה		j-31
תמונה	תמונה	דחייה: שכיחה		j-06
תמיד	תמיד	דחייה: שכיחה		j-01
תמצת	תמצת	דחייה: שכיחה	ספק: שגור בלשון בית-הספר; גם שקוף מ"תמצית"	j-31
תנאי	תנאי	דחייה: שכיחה		j-02
תנומה	תנומה	דחייה: שכיחה	ספק: שגורה בדיבור (חטף תנומה)	j-31
תנועה	תנועה	דחייה: שכיחה		j-06
תנור	תנור	דחייה: שכיחה		j-31
תענוג	תענוג	דחייה: שכיחה		j-31
תפוז	תפוז	דחייה: שכיחה		j-06
תפס	תפס	דחייה: שכיחה		j-31
תפר	תפר	דחייה: שכיחה		j-31
תקדים	תקדים	דחייה: שכיחה		j-31
תקווה	תקווה	דחייה: שכיחה		j-02
תקין	תקין	דחייה: שכיחה		j-31
תקע	תקע	דחייה: שכיחה		j-31
תקר	תקר	דחייה: שכיחה		j-31
תקרה	תקרה	דחייה: שכיחה		j-31
תקתוק	תקתוק	דחייה: שכיחה		j-31
תרגול	תרגול	דחייה: שכיחה		j-31
תריס	תריס	דחייה: שכיחה		j-02
תרמיל	תרמיל	דחייה: שכיחה		j-31
תשובה	תשובה	דחייה: שכיחה		j-01
תשומת לב	תשומת לב	דחייה: שכיחה		j-31
תשלום	תשלום	דחייה: שכיחה		j-02
אורי	אורי	דחייה: שם-פרטי		j-07
אלירז	אלירז	דחייה: שם-פרטי		j-07
אסיה	אסיה	דחייה: שם-פרטי		j-07
בדינה	בדינה	דחייה: שם-פרטי	ספק: כנראה השם הפרטי דינה	j-07
ביאליק	ביאליק	דחייה: שם-פרטי		j-08
גמזוניה	גמזוניה	דחייה: שם-פרטי	ספק: כנראה שם מומצא מטקסט ההשלמה	j-09
חמוטל	חמוטל	דחייה: שם-פרטי		j-15
יואב	יואב	דחייה: שם-פרטי		j-15
יוסף	יוסף	דחייה: שם-פרטי	ספק: שם פרטי בהקשר השלמה; גם בקריאת פועל (יוּסַף) — נטייה	j-15
ליואב	ליואב	דחייה: שם-פרטי		j-18
מצרימה	מצרימה	דחייה: שם-פרטי		j-23
נילי	נילי	דחייה: שם-פרטי		j-24
סלוצקי	סלוצקי	דחייה: שם-פרטי		j-25
אדמדם	אדמדם	דחייה: שקופה		j-06
אובייקטיביות	אובייקטיביות	דחייה: שקופה		j-06
אוהל קרקס	אוהל קרקס	דחייה: שקופה		j-07
אוצר מילים	אוצר מילים	דחייה: שקופה		j-07
אין לעמוד בפניו	אין לעמוד בפניו	דחייה: שקופה	ספק: משמעות הניב מנחשת ממרכיביו (עמד בפני)	j-07
אלמותי	אלמותי	דחייה: שקופה		j-07
ארון בגדים	ארון בגדים	דחייה: שקופה		j-07
ארכני	ארכני	דחייה: שקופה		j-07
בא על פתרונו	בא על פתרונו	דחייה: שקופה	ספק: מנחש ממרכיביו (בא + פתרון)	j-07
בא קצו	בא קצו	דחייה: שקופה	ספק: מנחש ממרכיביו (בא + קֵץ)	j-07
בזבזן	בזבזן	דחייה: שקופה		j-08
בזבזנות	בזבזנות	דחייה: שקופה		j-08
בלתי ידוע	בלתי ידוע	דחייה: שקופה		j-08
בלתי יציב	בלתי יציב	דחייה: שקופה		j-08
בלתי מנוצח	בלתי מנוצח	דחייה: שקופה		j-08
בלתי נמנע	בלתי נמנע	דחייה: שקופה	ספק: צירוף שקוף מבנית — בלתי + נמנע	j-03
בלתי נסלח	בלתי נסלח	דחייה: שקופה		j-08
בלתי נראה	בלתי נראה	דחייה: שקופה		j-08
בלתי נשכח	בלתי נשכח	דחייה: שקופה		j-08
בלתי ראוי	בלתי ראוי	דחייה: שקופה		j-08
גאוותן	גאוותן	דחייה: שקופה		j-09
גאוותנות	גאוותנות	דחייה: שקופה		j-09
גידר	גידר	דחייה: שקופה		j-09
דגה	דגה	דחייה: שקופה		j-09
דקיק	דקיק	דחייה: שקופה		j-09
האידיאלית	האידיאלית	דחייה: שקופה		j-10
הדגה	הדגה	דחייה: שקופה		j-10
ההיסטוריה	ההיסטוריה	דחייה: שקופה		j-10
ההיסטוריון	ההיסטוריון	דחייה: שקופה		j-10
ההישגי	ההישגי	דחייה: שקופה		j-10
הטכניים	הטכניים	דחייה: שקופה		j-10
הישגיות	הישגיות	דחייה: שקופה		j-11
הכמותיים	הכמותיים	דחייה: שקופה		j-11
הלך בעקבותיו	הלך בעקבותיו	דחייה: שקופה		j-11
הנעים	הנעים	דחייה: שקופה	ספק: הִנְעִים/הַנָּעִים — בשתי הקריאות שקופה או שכיחה	j-11
הססן	הססן	דחייה: שקופה		j-11
הסתנוור	הסתנוור	דחייה: שקופה		j-11
הפופולרית	הפופולרית	דחייה: שקופה		j-12
הפידלים	הפידלים	דחייה: שקופה		j-12
הצטווה	הצטווה	דחייה: שקופה	ספק: מובן ממבנה התפעל של ציווה/צו המוכרים	j-12
הרלוונטיים	הרלוונטיים	דחייה: שקופה		j-12
הרנדומיזציה	הרנדומיזציה	דחייה: שקופה		j-12
הרפתקנות	הרפתקנות	דחייה: שקופה	ספק: נגזרת שקופה מהרפתקה המוכרת בסיומת ־נוּת	j-12
הרצין	הרצין	דחייה: שקופה	ספק: מובן ממבנה הפעיל של רציני המוכרת	j-12
השניא	השניא	דחייה: שקופה	ספק: הפעיל גרימה שקוף משנא המוכר לכל תלמיד	j-12
התיילד	התיילד	דחייה: שקופה	ספק: שקיפות מבנית — התפעל מ"ילד", ניתן לניחוש בלי ללמוד	j-13
זברה	זברה	דחייה: שקופה		j-14
חבוי	חבוי	דחייה: שקופה	ספק: פָּעוּל שקוף משורש מוכר (התחבא, מחבוא)	j-03
חד עין	חד עין	דחייה: שקופה		j-14
חדר אוכל	חדר אוכל	דחייה: שקופה		j-14
חדר הלבשה	חדר הלבשה	דחייה: שקופה		j-14
חדר ישיבות	חדר ישיבות	דחייה: שקופה		j-14
חדר כושר	חדר כושר	דחייה: שקופה		j-14
חובבנית	חובבנית	דחייה: שקופה		j-14
חולי	חולי	דחייה: שקופה		j-14
חוליו	חוליו	דחייה: שקופה		j-14
חולני	חולני	דחייה: שקופה	ספק: גזירה שקופה חולה+ָנִי	j-03
חומריים	חומריים	דחייה: שקופה		j-14
חורר	חורר	דחייה: שקופה		j-14
חייכנות	חייכנות	דחייה: שקופה		j-15
חיתן	חיתן	דחייה: שקופה	ספק: ניתן לניחוש מ"חתן/חתונה"	j-15
חם מזג	חם מזג	דחייה: שקופה	ספק: צירוף שקוף למכיר "מזג"; הופעה יחידה כמסיח בש' 1	j-15
חמצמץ	חמצמץ	דחייה: שקופה		j-15
טכני	טכני	דחייה: שקופה		j-15
טמפרטורה	טמפרטורה	דחייה: שקופה		j-15
יומית	יומית	דחייה: שקופה		j-15
ייחד	ייחד	דחייה: שקופה	ספק: ניתן לגזירה מ"מיוחד/ייחודי"	j-15
ימאי	ימאי	דחייה: שקופה		j-16
ירד מנכסיו	ירד מנכסיו	דחייה: שקופה		j-16
כדורי	כדורי	דחייה: שקופה		j-16
כיווני	כיווני	דחייה: שקופה		j-16
כלי נגינה	כלי נגינה	דחייה: שקופה		j-16
כלי נשיפה	כלי נשיפה	דחייה: שקופה		j-16
להחשיך	להחשיך	דחייה: שקופה		j-17
להמליח	להמליח	דחייה: שקופה		j-04
להמתיק	להמתיק	דחייה: שקופה		j-17
להקציף	להקציף	דחייה: שקופה		j-17
להשריש	להשריש	דחייה: שקופה	ספק: נגזרת מיידית מ"שורש", ניתנת לניחוש	j-18
להתמגן	להתמגן	דחייה: שקופה	ספק: נגזרת שקופה מ"מגן"	j-18
ליטר	ליטר	דחייה: שקופה		j-18
לייעד	לייעד	דחייה: שקופה	ספק: נגזרת מ"יעד" המוכר	j-18
לכפתר	לכפתר	דחייה: שקופה	ספק: דנומינטיב שקוף מ"כפתור" שכל תלמיד מכיר	j-19
לעשב	לעשב	דחייה: שקופה	ספק: דנומינטיב שקוף מ"עשב"	j-19
לפרוט	לפרוט	דחייה: שקופה	ספק: נגזר שקוף מ"פרט"/"פרוטה" המוכרים	j-19
לתייק	לתייק	דחייה: שקופה		j-20
מאובק	מאובק	דחייה: שקופה		j-20
מאוישת	מאוישת	דחייה: שקופה		j-20
מאייר	מאייר	דחייה: שקופה		j-20
מדחום	מדחום	דחייה: שקופה		j-20
מובחן	מובחן	דחייה: שקופה		j-21
מוכלל	מוכלל	דחייה: שקופה		j-21
מוקטן	מוקטן	דחייה: שקופה		j-21
מחו	מחו	דחייה: שקופה	ספק: גם הומוגרף (מחה=ניגב/הביע מחאה), וגם שקוף מ"מחאה"	j-21
מחורץ	מחורץ	דחייה: שקופה		j-21
מחזאי	מחזאי	דחייה: שקופה		j-02
מכונף	מכונף	דחייה: שקופה	ספק: גזירה שקופה מ'כנף'	j-22
מכופתר	מכופתר	דחייה: שקופה	ספק: שקוף מ'כפתור'; שורש כ-פ-ת-ר שונה מ-close:כפת	j-22
ממוחשבת	ממוחשבת	דחייה: שקופה		j-22
מנוכס	מנוכס	דחייה: שקופה	ספק: גזירה שקופה מ'נכס'	j-22
מנומש	מנומש	דחייה: שקופה	ספק: גזירה שקופה מ'נמש'	j-22
מסיס	מסיס	דחייה: שקופה	ספק: משקל יכולת שקוף מ'נמס'	j-22
מפורר	מפורר	דחייה: שקופה	ספק: שקופה מ"פירור" המוכר לכל תלמיד	j-23
מקומון	מקומון	דחייה: שקופה		j-23
מרוהט	מרוהט	דחייה: שקופה		j-05
משתתק	משתתק	דחייה: שקופה		j-23
נורמה	נורמה	דחייה: שקופה		j-24
נזוף	נזוף	דחייה: שקופה		j-24
נזעמת	נזעמת	דחייה: שקופה		j-24
נחשק	נחשק	דחייה: שקופה		j-24
נכלא	נכלא	דחייה: שקופה		j-24
נסלח	נסלח	דחייה: שקופה		j-25
נעלם מעיניו	נעלם מעיניו	דחייה: שקופה	ספק: צירוף שמשמעותו שקופה ממרכיביו	j-25
נעקץ	נעקץ	דחייה: שקופה		j-25
סגן שר	סגן שר	דחייה: שקופה		j-25
סטודנט	סטודנט	דחייה: שקופה		j-25
סימפוניה	סימפוניה	דחייה: שקופה		j-25
סכסכן	סכסכן	דחייה: שקופה		j-25
סנטימטר	סנטימטר	דחייה: שקופה		j-25
ספקן	ספקן	דחייה: שקופה		j-25
עומד בדיבורו	עומד בדיבורו	דחייה: שקופה		j-26
עומד בניסיון	עומד בניסיון	דחייה: שקופה		j-26
עיר רפאים	עיר רפאים	דחייה: שקופה		j-26
עלווה	עלווה	דחייה: שקופה	ספק: נגזרת שקופה של עָלֶה; ממילא השורש קיים במאגר (close:עלה)	j-05
עמד בסירובו	עמד בסירובו	דחייה: שקופה		j-26
ענוותנות	ענוותנות	דחייה: שקופה	ספק: נגזרת שקופה של ענווה המוכרת; הדגל close:נתנ הוא צירוף-מקרים	j-26
פסלון	פסלון	דחייה: שקופה		j-27
פעוטון	פעוטון	דחייה: שקופה		j-27
פרחוני	פרחוני	דחייה: שקופה		j-27
פשרנות	פשרנות	דחייה: שקופה	ספק: נגזרת שקופה מ'פשרה' השכיחה; גם השורש פשר כבר במאגר	j-06
פתיר	פתיר	דחייה: שקופה		j-27
צידוק	צידוק	דחייה: שקופה	ספק: נגזר שקוף מ'להצדיק' המוכר; גם השורש צדק כבר במאגר	j-06
צמחייה	צמחייה	דחייה: שקופה		j-27
צפוני	צפוני	דחייה: שקופה		j-27
צרידות	צרידות	דחייה: שקופה		j-27
קוליים	קוליים	דחייה: שקופה		j-28
קונצרט	קונצרט	דחייה: שקופה		j-28
קורסי	קורסי	דחייה: שקופה		j-28
קטיף	קטיף	דחייה: שקופה		j-28
קל תפיסה	קל תפיסה	דחייה: שקופה		j-28
קצרצר	קצרצר	דחייה: שקופה		j-28
קריא	קריא	דחייה: שקופה		j-28
ראוי לשבח	ראוי לשבח	דחייה: שקופה		j-28
רב רושם	רב רושם	דחייה: שקופה		j-28
רגזן	רגזן	דחייה: שקופה		j-06
רגשן	רגשן	דחייה: שקופה		j-28
רומן	רומן	דחייה: שקופה		j-28
ריאליסטיים	ריאליסטיים	דחייה: שקופה		j-28
רעבתנות	רעבתנות	דחייה: שקופה	ספק: נגזרת מבנית שקופה מן רעב (רעבתן) — ניתנת לניחוש	j-29
שאפתנות	שאפתנות	דחייה: שקופה		j-06
שירון	שירון	דחייה: שקופה		j-30
שכחן	שכחן	דחייה: שקופה		j-30
שמשייה	שמשייה	דחייה: שקופה		j-30
שקיפות	שקיפות	דחייה: שקופה		j-30
תזונאי	תזונאי	דחייה: שקופה		j-31
תיאורי	תיאורי	דחייה: שקופה		j-06
תסריטאי	תסריטאי	דחייה: שקופה		j-31
להתחקות	להתחקות	נדחה-מכני: למה-כבר-במאגר (הִתְחַקָּה)		j-18
מתנוסס	מתנוסס	נדחה-מכני: למה-כבר-במאגר (הִתְנוֹסֵס)		j-24
לטוות	לטוות	נדחה-מכני: למה-כבר-במאגר (טָוָה)		j-18
כמוסה	כמוסה	נדחה-מכני: למה-כבר-במאגר (כָּמוּס)		j-16
למגינת	למגינת	נדחה-מכני: למה-כבר-במאגר (לִמְגִנַּת לִבּוֹ)		j-19
לרוות	לרוות	נדחה-מכני: למה-כבר-במאגר (רָוָה)		j-20
להתאחות	להתאחות	נדחה-מכני: שורש-קיים (א-ח-ה)		j-18
מהימן	מהימן	נדחה-מכני: שורש-קיים (א-מ-נ)		j-04
דאון	דאון	נדחה-מכני: שורש-קיים (ד-א-ה)		j-09
נדוש	נדוש	נדחה-מכני: שורש-קיים (ד-ו-ש)		j-05
מהמורה	מהמורה	נדחה-מכני: שורש-קיים (ה-מ-ר)		j-20
במזיד	במזיד	נדחה-מכני: שורש-קיים (ז-י-ד)		j-08
זיקה	זיקה	נדחה-מכני: שורש-קיים (ז-ק-ק)		j-14
מחלפות	מחלפות	נדחה-מכני: שורש-קיים (ח-ל-פ)		j-21
נטווה	נטווה	נדחה-מכני: שורש-קיים (ט-ו-ה)		j-24
מותרות	מותרות	נדחה-מכני: שורש-קיים (י-ת-ר)		j-21
ליבו נכמר	ליבו נכמר	נדחה-מכני: שורש-קיים (כ-מ-ר)		j-18
נידוי	נידוי	נדחה-מכני: שורש-קיים (נ-ד-ה)		j-24
הסתייגותה	הסתייגותה	נדחה-מכני: שורש-קיים (ס-י-ג)		j-11
סייג	סייג	נדחה-מכני: שורש-קיים (ס-י-ג)		j-25
התפוגגה	התפוגגה	נדחה-מכני: שורש-קיים (פ-ו-ג)		j-13
קובלנות	קובלנות	נדחה-מכני: שורש-קיים (ק-ב-ל)		j-28
קשיות עורף	קשיות עורף	נדחה-מכני: שורש-קיים (ק-ש-ה)		j-28
הפיס את דעתו	הפיס את דעתו	נדחה-מכני: שורש-כפול-פנימי (פ-י-ס מול פייס, משמעות קרובה)		מיזוג
