יחידה	#	מילה מנוקדת	מילה	שורש	מוצא	סטטוס	מקורות	הערה
2	72	גָּנַח	גנח	גנח	ויקינתונים (CC0)	אומת			L206315
2	73	הִתְיַפֵּחַ	התיפח	יפח	ויקינתונים (CC0)	שוכתב			L209609
2	74	יִבֵּב	יבב	יבב	ויקינתונים (CC0)	אומת			L211723
2	75	גִּדֵּף	גדף	גדפ	ויקינתונים (CC0)	אומת			L206188
2	76	נָאַץ	נאץ	נאצ	ויקינתונים (CC0)	שוכתב		הוחזר בסבב 1 · הופרך בהפרכת-המכהן ונכתב מחדש	L214463
2	77	הִשְׂכִּיל	השכיל	שכל	ויקינתונים (CC0)	אומת			L209007
2	78	נוֹכַח	נוכח	נכח	ויקינתונים (CC0)	אומת			L214257
2	79	הִתְחַוֵּר	התחור	חור	ויקינתונים (CC0)	שוכתב			L209481
2	80	סָבַר	סבר	סבר	ויקינתונים (CC0)	אומת			L215153
2	81	גָּרַס	גרס	גרס	ויקינתונים (CC0)	אומת			L206384
2	82	הִכְרִיעַ	הכריע	כרע	ויקינתונים (CC0)	אומת			L208142
2	83	פָּקַד	פקד	פקד	ויקינתונים (CC0)	שוכתב		נדחה בהפרכה ונכתב מחדש בכפוף לשער	L217103
2	84	שָׂרַר	שרר	שרר	ויקינתונים (CC0)	אומת			L219894
2	85	רָוַח	רוח	רוח	ויקינתונים (CC0)	שוכתב			L68068
2	86	נִקְלַע	נקלע	קלע	ויקינתונים (CC0)	שוכתב			L214968
2	87	תָּשַׁשׁ	תשש	תשש	ספריא · נחלת הכלל	אומת			Yefeh Anaf on Eichah Rabbah 1:28:3 (Midrash Rabbah, Vilna, 1878 [he])
2	88	דָּעַךְ	דעך	דעכ	ויקינתונים (CC0)	אומת			L206710
2	89	גָּאָה	גאה	גאה	ויקינתונים (CC0)	אומת			L205993
2	90	קָמַל	קמל	קמל	ויקינתונים (CC0)	אומת			L218328
2	91	אָפַף	אפף	אפפ	ויקינתונים (CC0)	אומת			L205257
2	92	עָטָה	עטה	עטה	ויקינתונים (CC0)	שוכתב			L216028
2	93	חָבַשׁ	חבש	חבש	ויקינתונים (CC0)	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	L210584
2	94	דִּדָּה	דדה	דדה	ויקינתונים (CC0)	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	L206580
2	95	זָע	זע	זוע	ויקינתונים (CC0)	אומת			L210493
2	96	חָג	חג	חוג	ויקינתונים (CC0)	אומת			L65112
2	97	הִזְדַּקֵּר	הזדקר	זקר	ויקינתונים (CC0)	אומת			L207553
2	98	הִבְלִיחַ	הבליח	בלח	ויקינתונים (CC0)	שוכתב			L206872
2	99	בָּקַע	בקע	בקע	ויקינתונים (CC0)	שוכתב			L205923
2	100	פִּלַּח	פלח	פלח	ויקינתונים (CC0)	אומת			L67457
2	101	קָדַח	קדח	קדח	ויקינתונים (CC0)	אומת			L217792
2	102	נִמְלַךְ	נמלך	מלכ	ויקינתונים (CC0)	אומת			L214702
2	103	עָלַץ	עלץ	עלצ	ויקינתונים (CC0)	אומת			L216170
2	104	מָרַט	מרט	מרט	ויקינתונים (CC0)	שוכתב			L213832
2	105	גָּדַע	גדע	גדע	ויקינתונים (CC0)	אומת			L206057
2	106	דָּלָה	דלה	דלה	ויקינתונים (CC0)	אומת			L491574
2	107	כָּפַף	כפף	כפפ	ויקינתונים (CC0)	שוכתב		נדחה בהפרכה ונכתב מחדש בכפוף לשער	L1459959
2	108	הִפְקִיר	הפקיר	פקר	ויקינתונים (CC0)	אומת			L208565
2	109	הִפְשִׁיט	הפשיט	פשט	ויקינתונים (CC0)	שוכתב			L208582
2	110	דּוֹבֵב	דובב	דבב	ויקינתונים (CC0)	אומת			L206467
2	111	תּוֹחֶלֶת	תוחלת	יחל	ויקינתונים (CC0)	אומת			L82432
2	112	פֻּרְקָן	פרקן	פרק	ספריא · נחלת הכלל	אומת			Penei Moshe on Jerusalem Talmud Taanit 2:12:4:2 (1536 [he])
2	113	מִפְלָט	מפלט	פלט	ויקינתונים (CC0)	שוכתב			L66455
2	114	עֲלִילָה	עלילה	עלל	ויקינתונים (CC0)	אומת			L80533
2	115	לַעַז	לעז	לעז	ויקינתונים (CC0)	אומת			L78701
2	116	פֻּלְמוּס	פלמוס	פולמוס	ויקיטקסט · נחלת הכלל	אומת			כל כתבי שאול טשרניחובסקי/כרך ח':מחזות/בר-כוכבא/עלילה ראשונה
2	117	שָׁאוֹן	שאון	שאון	ויקינתונים (CC0)	אומת			L82084
2	118	רַחַשׁ	רחש	רחש	ויקינתונים (CC0)	אומת			L218829
2	119	עֲלָטָה	עלטה	עלט	ויקינתונים (CC0)	אומת			L80531
2	120	דִּמְדּוּמִים	דמדומים	דמדמ	ויקינתונים (CC0)	אומת			L77062
2	121	זִיו	זיו	זיו	ויקינתונים (CC0)	אומת			L65049
2	122	נֹגַהּ	נגה	נגה	ויקינתונים (CC0)	שוכתב			L1320401
2	123	נְהָרָה	נהרה	נהר	ויקינתונים (CC0)	אומת			L214212
2	124	אֶשְׁנָב	אשנב	אשנב	ויקינתונים (CC0)	שוכתב			L64139
2	125	צֹהַר	צהר	צהר	ויקינתונים (CC0)	שוכתב			L67620
2	126	מִפְתָּן	מפתן	מפתן	ויקינתונים (CC0)	אומת			L66467
2	127	אֶדֶן	אדן	אדן	ויקינתונים (CC0)	שוכתב			L63714
2	128	גַּחֶלֶת	גחלת	גחל	ויקינתונים (CC0)	אומת			L64488
2	129	שֹׁבֶל	שבל	שבל	ויקינתונים (CC0)	שוכתב			L68216
2	130	אֲלֻמָּה	אלמה	אלמ	ויקינתונים (CC0)	שוכתב			L75472
2	131	צֵידָה	צידה	ציד	ויקינתונים (CC0)	אומת			L81287
2	132	נָוֶה	נוה	נוה	ויקינתונים (CC0)	שוכתב			L214240
2	133	מְאוּרָה	מאורה	מאורה	ויקינתונים (CC0)	אומת			L212540
2	134	אֹבֶךְ	אבך	אבכ	ויקינתונים (CC0)	אומת			L490912
2	135	סַגְרִיר	סגריר	סגריר	ויקינתונים (CC0)	אומת			L79981
2	136	מַשָּׁב	משב	נשב	ויקינתונים (CC0)	שוכתב			L79591
2	137	פֶּלֶג	פלג	פלג	ויקינתונים (CC0)	שוכתב			L67448
2	138	אֶשֶׁד	אשד	אשד	ויקינתונים (CC0)	אומת			L76079
2	139	אָפִיק	אפיק	אפק	ויקינתונים (CC0)	אומת			L64060
2	140	שַׁחַר	שחר	שחר	ויקינתונים (CC0)	אומת			L68304
2	141	בְּכוֹרָה	בכורה	בכר	ויקינתונים (CC0)	שוכתב			L64283
2	142	תַּפְנִית	תפנית	פנה	ויקינתונים (CC0)	אומת			L220361
2	143	מַהֲלֻמָּה	מהלמה	הלמ	ויקינתונים · צורה (CC0)	אומת			L212713
2	144	תִּגְרָה	תגרה	גרה	ויקינתונים (CC0)	אומת			L82421
2	145	חַלְחָלָה	חלחלה	חלחל	ויקינתונים (CC0)	אומת			L77819
2	146	סְלִידָה	סלידה	סלד	ויקינתונים (CC0)	אומת			L80242
2	147	עֶדְנָה	עדנה	עדנ	ויקינתונים (CC0)	אומת			L215923
2	148	דְּרוֹר	דרור	דרר	ויקינתונים (CC0)	אומת			L64751
2	149	מִשְׁגֶּה	משגה	שגה	ויקינתונים (CC0)	שוכתב			L213885
2	150	פִּכָּחוֹן	פכחון	פכח	ויקינתונים (CC0)	אומת			L216747
2	151	נֵס	נס	נסס	ויקינתונים (CC0)	אומת			L214751
2	152	לֵחַ	לח	לחח	ויקינתונים (CC0)	שוכתב			L212366
2	153	דֹּפִי	דפי	דפי	ויקינתונים (CC0)	אומת			L77089
2	154	רְבָב	רבב	רבב	ויקינתונים (CC0)	שוכתב			L81888
2	155	שֶׁמֶץ	שמץ	שמצ	ויקינתונים (CC0)	אומת			L219740
2	156	קֹרְטוֹב	קרטוב	קורטוב	ויקינתונים (CC0)	אומת			L81761
2	157	מַגָּל	מגל	מגל	ויקינתונים (CC0)	אומת			L66029
2	158	סַהַר	סהר	סהר	ויקינתונים (CC0)	אומת			L79991
2	159	חַרְטוֹם	חרטום	חרטמ	ויקינתונים (CC0)	שוכתב			L65369
2	160	פְּסֵיפָס	פסיפס	פסיפס	ויקינתונים (CC0)	אומת			L81017
2	161	רְפָאִים	רפאים	רפא	ויקינתונים (CC0)	אומת			L82035
2	162	נֶגֶף	נגף	נגפ	ויקינתונים (CC0)	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	L214150
2	163	סוֹעֵד	סועד	סעד	ויקינתונים (CC0)	אומת			L80032
2	164	לָצוֹן	לצון	לוצ	ויקינתונים (CC0)	שוכתב			L212500
2	165	שָׁחוּק	שחוק	שחק	ויקינתונים (CC0)	אומת			L219407
2	166	בָּלוּי	בלוי	בלה	ויקינתונים (CC0)	שוכתב			L205833
2	167	מָהוּל	מהול	מהל	ויקינתונים (CC0)	אומת			L212701
2	168	זַךְ	זך	זככ	ויקינתונים (CC0)	אומת			L210446
2	169	צָחוֹר	צחור	צחר	ויקינתונים (CC0)	אומת			L217530
2	170	חָרֵב	חרב	חרב	ויקינתונים (CC0)	שוכתב			L211124
2	171	שׁוֹקֵק	שוקק	שקק	ויקינתונים (CC0)	אומת			L219842
2	172	הוֹמֶה	הומה	המה	ויקינתונים (CC0)	שוכתב			L207216
2	173	צָחִיחַ	צחיח	צחח	ויקינתונים (CC0)	אומת			L217532
2	174	עָקָר	עקר	עקר	ויקינתונים (CC0)	אומת			L216291
2	175	לֵאֶה	לאה	לאה	ויקינתונים (CC0)	שוכתב			L212255
2	176	יָגֵעַ	יגע	יגע	ויקינתונים (CC0)	אומת			L211626
2	177	נִשְׂגָּב	נשגב	שגב	ויקינתונים (CC0)	אומת			L215043
2	178	נִתְעָב	נתעב	תעב	ויקינתונים (CC0)	אומת			L215118
2	179	חֲרִישִׁי	חרישי	חרש	ויקינתונים (CC0)	אומת			L211165
2	180	עָרֵב	ערב	ערב	ויקינתונים (CC0)	אומת			L216297
2	181	דָּהוּי	דהוי	דהה	ויקינתונים (CC0)	אומת			L206457
2	182	סָמוּק	סמוק	סמק	ויקינתונים (CC0)	אומת			L215651
2	183	גּוּץ	גוץ	גוץ	ויקינתונים (CC0)	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	L206124
2	184	תָּמִיר	תמיר	תמר	ויקינתונים (CC0)	אומת			L220275
2	185	שָׁדוּף	שדוף	שדפ	ויקינתונים (CC0)	שוכתב			L219249
2	186	עָבֵשׁ	עבש	עבש	ויקינתונים (CC0)	שוכתב			L215894
2	187	הָדוּר	הדור	הדר	ויקינתונים (CC0)	אומת			L206972
2	188	סַסְגּוֹנִי	ססגוני	ססגונ	ויקינתונים (CC0)	שוכתב			L215721
2	189	קָפַץ יָדוֹ	קפץ ידו	קפץ-ידו	ספריא · נחלת הכלל	אומת			Shoel uMeshiv Mahadura I 3:200:1 (Lemberg, 1865-1890 [he])
2	190	מוּסַר כְּלָיוֹת	מוסר כליות	מוסר-כליות	ספריא · נחלת הכלל	אומת			LeNevukhei HaTekufah 2:1:27 (Merkaz Shapira, 2014 [he])
2	191	מַפַּח נֶפֶשׁ	מפח נפש	מפח-נפש	ספריא · נחלת הכלל	אומת			Melekhet Shelomoh on Mishnah Rosh Hashanah 2:6:6 (Mishnah, ed. Romm, Vilna 1913 [he])
2	192	יָרַד לְסוֹף דַּעְתּוֹ	ירד לסוף דעתו	ירד-לסוף-דעתו	ספריא · נחלת הכלל	שוכתב			Prisha, Choshen Mishpat 290:10:1 (Tur Choshen Mishpat: Vilna, 1923 [he])
2	193	עָמַד עַל טִיבוֹ	עמד על טיבו	עמד-על-טיבו	ספריא · נחלת הכלל	אומת			Torat HaBayit HaAroch, The Fifth House, The Second Gate 1 (Gerlitz edition, published by Oraita [he])
2	194	הֶעֱלָה חֶרֶס בְּיָדוֹ	העלה חרס בידו	העלה-חרס	ספריא · נחלת הכלל	אומת			Havot Yair 215:8 (Chavot Yair, Lemberg, 1896 [he])
2	195	לֹא טָמַן יָדוֹ בַּצַּלַּחַת	לא טמן ידו בצלחת	לא-טמן-ידו	ספריא · נחלת הכלל	אומת			Sefer HeArukh, Letter Shin 159 (Sefer HeArukh, Lublin 1883 [he])
2	196	מִן הַשָּׂפָה וְלַחוּץ	מן השפה ולחוץ	מן-השפה-ולחוץ	ספריא · נחלת הכלל	אומת			Ohr HaChammah on Zohar 1:193a:10 (Ohr Hachama, Peremyshl, 1896-1898 [he])
2	197	לְמַרְאִית עַיִן	למראית עין	למראית-עין	ספריא · נחלת הכלל	אומת			Korban Netanel on Yevamot 10:9 (Vilna Edition [he])
2	198	קְשֵׁה עֹרֶף	קשה ערף	קשה-עורף	ספריא · נחלת הכלל	אומת			Bekhor Shor, Exodus 33:3:2 (Bekhor Shor, Leipzig, 1856 [he])
2	199	הִסְמִיךְ	הסמיך	סמכ	ויקינתונים (CC0)	שוכתב			L208333
2	200	הִשְׁעָה	השעה	שעה	ויקינתונים (CC0)	אומת			L209036
2	201	הִתְרִיעַ	התריע	תרע	ויקינתונים (CC0)	אומת			L210214
2	202	טִירוֹן	טירון	טירונ	ויקינתונים (CC0)	אומת			L78068
2	203	תְּמִימֵי דֵעִים	תמימי דעים	תמימי-דעים	ספריא · נחלת הכלל	אומת			Ya'arot Devash II 2:62 (1293 [he])
3	1	לְמִצְעָר	למצער	למצער	ספריא · נחלת הכלל	אומת			Malbim Beur Hamilot on Isaiah 63:18:1 (On Your Way [he])
3	2	לְהַוָּתוֹ	להותו	הוה	ספריא · נחלת הכלל	אומת			Sefat Yeter 19 (Sefer Sefat Yeter, Warsaw 1895 [he])
3	3	בְּצַוְתָּא	בצותא	צות	ספריא · נחלת הכלל	אומת			Hypothetica 46 (Tel Aviv, 1936 [he])
3	4	קִמְעָה	קמעה	קמע	ספריא · נחלת הכלל	שוכתב			Perush Maharzu on Bamidbar Rabbah 4:13:5 (Midrash Rabbah, Vilna, 1878 [he])
3	5	יוֹמָם	יומם	יומ	ויקינתונים (CC0)	שוכתב			L78235
3	6	סַגְפָן	סגפן	סגפ	ויקינתונים (CC0)	אומת			L215170
3	7	פּוֹחֵז	פוחז	פחז	ויקינתונים (CC0)	אומת			L216444
3	8	אַרְכָן	ארכן	ארכ	ויקינתונים (CC0)	אומת			L205411
3	9	צוֹרֵף	צורף	צרפ	ויקינתונים (CC0)	אומת			L217526
3	10	נַפָּח	נפח	נפח	ויקינתונים (CC0)	אומת			L214851
3	11	סַפָּן	ספן	ספנ	ויקינתונים (CC0)	אומת			L215755
3	12	נַוָּד	נוד	נוד	ויקינתונים (CC0)	שוכתב		נדחה בהפרכה ונכתב מחדש בכפוף לשער	L214156
3	13	הִתְנַעֵר	התנער	נער	ויקינתונים (CC0)	אומת			L209855
3	14	חָפֵץ	חפץ	חפצ	ויקינתונים (CC0)	שוכתב			L211088
3	15	הִסְכִּין	הסכין	סכנ	ויקינתונים (CC0)	אומת			L208325
3	16	פָּצַח	פצח	פצח	ויקינתונים (CC0)	שוכתב			L217087
3	17	חָרַץ	חרץ	חרצ	ויקינתונים (CC0)	אומת			L211178
3	18	קָצַף	קצף	קצפ	ויקינתונים (CC0)	אומת			L218435
3	19	גָּעַשׁ	געש	געש	ויקינתונים (CC0)	אומת			L206336
3	20	לִבָּה	לבה	לבה	ויקינתונים (CC0)	אומת			L78556
3	21	נָמוֹג	נמוג	מוג	ויקינתונים (CC0)	אומת			L214686
3	22	גָּז	גז	גוז	ויקינתונים (CC0)	אומת			L206137
3	23	חָתַר	חתר	חתר	ויקינתונים (CC0)	שוכתב			L211235
3	24	מָשׁ	מש	מוש	ויקינתונים (CC0)	אומת			L213877
3	25	הֵגִיחַ	הגיח	גיח	ויקינתונים (CC0)	אומת			L206925
3	26	עָט	עט	עוט	ויקינתונים (CC0)	אומת			L216027
3	27	דָּאָה	דאה	דאה	ויקינתונים (CC0)	שוכתב			L206412
3	28	הִצְלִיף	הצליף	צלפ	ויקינתונים (CC0)	אומת			L208671
3	29	לָקָה	לקה	לקה	ויקינתונים (CC0)	אומת			L212501
3	30	הֵנִיס	הניס	נוס	ויקינתונים (CC0)	אומת			L208280
3	31	בָּצַר	בצר	בצר	ויקינתונים (CC0)	אומת			L491564
3	32	מָסַק	מסק	מסק	ויקינתונים (CC0)	אומת			L213561
3	33	אָגַר	אגר	אגר	ויקינתונים (CC0)	אומת			L204363
3	34	לִקֵּט	לקט	לקט	ויקינתונים (CC0)	אומת			L78712
3	35	קוֹשֵׁשׁ	קושש	קשש	ויקינתונים (CC0)	שוכתב			L218060
3	36	גָּנַז	גנז	גנז	ויקינתונים (CC0)	אומת			L206314
3	37	קָלַח	קלח	קלח	ויקינתונים (CC0)	אומת			L218248
3	38	נִגַּר	נגר	נגר	ויקינתונים (CC0)	שוכתב			L66692
3	39	הִשְׁרָה	השרה	שרה	ויקינתונים (CC0)	אומת			L209052
3	40	רָקַח	רקח	רקח	ויקינתונים (CC0)	שוכתב			L219128
3	41	בָּחַשׁ	בחש	בחש	ויקינתונים (CC0)	אומת			L205680
3	42	חָרַךְ	חרך	חרכ	ויקינתונים (CC0)	אומת			L211167
3	43	לִחֵךְ	לחך	לחכ	ויקינתונים (CC0)	שוכתב			L212372
3	44	כִּרְסֵם	כרסם	כרסמ	ויקינתונים (CC0)	אומת			L212228
3	45	גָּמַע	גמע	גמע	ויקינתונים (CC0)	אומת			L206300
3	46	קָץ	קץ	קוצ	ויקינתונים (CC0)	שוכתב			L218418
3	47	הֵקִיץ	הקיץ	יקצ	ויקינתונים (CC0)	אומת			L208804
3	48	בָּדָה	בדה	בדה	ויקינתונים (CC0)	שוכתב			L205486
3	49	טָוָה	טוה	טוה	ויקינתונים (CC0)	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	L211289
3	50	שָׁזַר	שזר	שזר	ויקינתונים (CC0)	אומת			L219398
3	51	פִּלֵּל	פלל	פלל	ויקינתונים (CC0)	אומת			L216770
3	52	חִפָּה	חפה	חפה	ויקינתונים (CC0)	שוכתב			L210869
3	53	לִבְלֵב	לבלב	לבלב	ויקינתונים (CC0)	אומת			L212274
3	54	הֵנֵץ	הנץ	נצצ	ויקינתונים (CC0)	אומת			L208296
3	55	הִפְצִיעַ	הפציע	פצע	ויקינתונים (CC0)	אומת			L208557
3	56	כָּמַשׁ	כמש	כמש	ויקינתונים (CC0)	אומת			L212148
3	57	קָרַן	קרן	קרנ	ויקינתונים (CC0)	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	L218530
3	58	שִׁדֵּל	שדל	שדל	ויקינתונים (CC0)	אומת			L219478
3	59	הִדִּיחַ	הדיח	נדח	ויקינתונים (CC0)	אומת			L206976
3	60	הֵנִיא	הניא	נוא	ויקינתונים (CC0)	אומת			L208276
3	61	אִחָה	אחה	אחה	ויקינתונים (CC0)	אומת			L204730
3	62	טָרַף	טרף	טרפ	ויקינתונים (CC0)	אומת			L211593
3	63	כָּתַשׁ	כתש	כתש	ויקינתונים (CC0)	אומת			L212254
3	64	לָפַת	לפת	לפת	ויקינתונים (CC0)	אומת			L212498
3	65	חָפַן	חפן	חפנ	ויקינתונים (CC0)	שוכתב			L211086
3	66	הֶאֱצִיל	האציל	אצל	ויקינתונים (CC0)	אומת			L206828
