מילה	יחידה	מקור ההוכחה	מזהה/רפרנס	הערה
אַשְׁפָּרָה	6	ויקיטקסט · נחלת הכלל (טקסט מקורי)	תקנות הביטוח הלאומי (סוגי הכשרה מקצועית שבהם ישולמו דמי אבטלה בשיעור מלא)	שאילתה: אשפרה
בָּא בִּדְבָרִים	6	נחלת הכלל / CC0 (לפי ספריא)	Divrei Rivot 160:1	
בָּא כֹּחַ	6	נחלת הכלל / CC0 (לפי ספריא)	A Dictionary of the Talmud, אַנְטְלַר	
בֵּין הַעַרְבַּיִם	6	נחלת הכלל / CC0 (לפי ספריא)	Rabbeinu Chananel on Pesachim 59a:1	
בֵּית נְתִיבוֹת	6	נחלת הכלל / CC0 (לפי ספריא)	Malbim Beur Hamilot on Ezekiel 41:9:1 (On Your Way [he])	
בִּמְחִי יָד	6	נחלת הכלל / CC0 (לפי ספריא)	LeNevukhei HaTekufah 3:24:38	
בֶּן-לְוָיָה	6	נחלת הכלל / CC0 (לפי ספריא)	Tosafot on Bekhorot 47a:15:1	
בַּעֲלֵי שְׂרָרָה	6	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Yevamot 24b:3:2	
בַּעֲרוֹב יָמָיו	6	CC BY (ייחוס בלבד)	Al Kapot HaMan'ul; Homilies for the Days of Awe, Epilogue 32	
גְּזֵרָה שָׁוָוה	6	CC BY (ייחוס בלבד)	Mishnat Eretz Yisrael on Mishnah Gittin, Bibliography 85	
הוֹלֵךְ בָּטֵל	6	נחלת הכלל / CC0 (לפי ספריא)	A Dictionary of the Talmud, טַיָּיל	
הִלֵּך אֵימִים	6	נחלת הכלל / CC0 (לפי ספריא)	The War of the Jews 6:2:6	
הִשְלִיך אַחֲרֵי גֵּווֹ	6	נחלת הכלל / CC0 (לפי ספריא)	Etz Yosef on Bereishit Rabbah 22:13:2	
זְחִיחוּת דַּעַת	6	ויקיטקסט · נחלת הכלל (טקסט מקורי)	על גבול הדממה/על הקבוצה	שאילתה: זחיחות דעת
חָמַד לָצוֹן	6	CC BY (ייחוס בלבד)	Haamek Sheilah on Sheiltot d'Rav Achai Gaon, Kidmat HaEmek, Part II 13:25	
כִּיפֵחַ	6	נחלת הכלל / CC0 (לפי ספריא)	Jastrow, כִּפֵּחַ	
כִּלְאַחַר יָד	6	נחלת הכלל / CC0 (לפי ספריא)	Zohar Chadash, Tikuna Kadma'ah 75	
לֹא בִּכְדִי	6	נחלת הכלל / CC0 (לפי ספריא)	Darkhei Moshe (Amiel), Derekh HaKodesh, Shmatta 11 9:3 (Darkhei Moshe, Jerusalem 1998-2000 [he])	
לְהַוָּתִי	6	נחלת הכלל / CC0 (לפי ספריא)	Sefer HaShorashim, יעל	
לֵיל שִמּוּרִים	6	נחלת הכלל / CC0 (לפי ספריא)	Rashbam on Exodus 12:42:1	
מְדוּשָן עוֹנֶג	6	ויקיטקסט · נחלת הכלל (טקסט מקורי)	שמונה קבצים א תרנא-תש	שאילתה: מדושן עונג
מוּג לֵב	6	טקסט קלאסי (נחלת הכלל, לפי אופי החיבור)	Radak on Ezekiel 21:20:1	
מוּשְׂכָּל רִאשׁוֹן	6	נחלת הכלל / CC0 (לפי ספריא)	Mechokekei Yehudah; Yahel Ohr, Exodus 20:5:1 (Piotrkow, 1907-1911 [he])	
מַט לִנְפּוֹל	6	ויקיטקסט · נחלת הכלל (טקסט מקורי)	וילהלם טל (ביאליק)/עלילה שלישית/מחזה שלישי	שאילתה: מט לנפול
מִלְּגוֹ / מִלְגַו	6	נחלת הכלל / CC0 (לפי ספריא)	Siftei Kohen on Torah, Leviticus 5:21:23 (Warsaw, 1883 [he])	
מִלְּגוֹ וּמִלְבַּר	6	ספריא · נחלת הכלל	Pele Yoetz 149:3 (Torat Emet [he])	הצירוף במלואו · Torat Emet
מָרָה שְחוֹרָה	6	נחלת הכלל / CC0 (לפי ספריא)	Yachin on Mishnah Shabbat 2:49:1 (Mishnah, ed. Romm, Vilna 1913 [he])	
מַשׂוֹא פָּנִים	6	נחלת הכלל / CC0 (לפי ספריא)	Ben Yehoyada on Yevamot 79a:2 (Senlake edition 2019 based on Ben Yehoyada, Jerusalem, 1897 [he])	
נִיבוֹן	6	ויקיטקסט · נחלת הכלל (טקסט מקורי)	נאום השבעתו של יצחק נבון כנשיא ה-5 של ישראל	שאילתה: ניבון
נִמְלַך בְּדַעֲתוֹ	6	נחלת הכלל / CC0 (לפי ספריא)	Me'irat Einayim on Shulchan Arukh, Choshen Mishpat 250:33 (Shulhan Arukh, Hoshen ha-Mishpat; Lemberg, 1898 [he])	
נִמְלַךְ בּוֹ	6	נחלת הכלל / CC0 (לפי ספריא)	Shulchan Arukh, Choshen Mishpat 10:2 (Torat Emet 363 [he])	
נֶקְטָר	6	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Menachot 2a:1:2 (Vilna Edition [he])	
סִרְהֵב	6	נחלת הכלל / CC0 (לפי ספריא)	Sefer HeArukh, Letter Samekh 407 (Sefer HeArukh, Lublin 1883 [he])	
עוֹקֵר הָרִים	6	נחלת הכלל / CC0 (לפי ספריא)	A Dictionary of the Talmud, עוֹקֵר הָרִים	
עִזָבוֹן	6	לפי מילה · CC0 / נחלת הכלל	עזבון=Teshuvot HaRosh 55:7:3 (She'elot u'Teshuvot haRosh, Vilna, 1881 [he])	עזבון: ספריא · נחלת הכלל
עֵינַיִים טְרוּטוֹת	6	נחלת הכלל / CC0 (לפי ספריא)	Mevo HaShearim 4:14	
עָלֶה נִידָּף	6	נחלת הכלל / CC0 (לפי ספריא)	Boaz on Mishnah Shabbat 15:1 (Mishnah, ed. Romm, Vilna 1913 [he])	
עַפְרוֹת זָהָב	6	נחלת הכלל / CC0 (לפי ספריא)	Etz Yosef on Bamidbar Rabbah 9:46:1	
עָקַר אֶת רַגְלָיו	6	CC BY (ייחוס בלבד)	Jerusalem Talmud Berakhot 5:2:7	
עַרְדָלַיים	6	ויקיטקסט · נחלת הכלל (טקסט מקורי)	מעשה לא זהיר	שאילתה: ערדליים
פֶּה מֵפִיק מַרְגָּלִיוֹת	6	נחלת הכלל / CC0 (לפי ספריא)	Beit Aharon, Title 5 (Beit Aharon, Brody, 1875. [he])	
צִחְצוּחַ חַרָבוֹת	6	נחלת הכלל / CC0 (לפי ספריא)	A Dictionary of the Talmud, צִחְצוּחַ	
קִבּוֹרֶת	6	נחלת הכלל / CC0 (לפי ספריא)	Penei Moshe on Jerusalem Talmud Shekalim 2:5:1:2	
שִׂחֲקָה לוֹ הַשָּׁעָה	6	נחלת הכלל / CC0 (לפי ספריא)	The War of the Jews 2:11:4	
בְּאִיבּוֹ	7	נחלת הכלל / CC0 (לפי ספריא)	Minchat Shai on Job 36:11:2	
בְּדַיָה	7	נחלת הכלל / CC0 (לפי ספריא)	Malbim Beur Hamilot on Ezekiel 19:14:1 (On Your Way [he])	
בַּחֲטָף	7	נחלת הכלל / CC0 (לפי ספריא)	Minchat Shai on Daniel 7:4:3	
דֶּחִי	7	נחלת הכלל / CC0 (לפי ספריא)	Rabbeinu Gershom on Taanit 28b:2 (Vilna Edition [he])	
דִמְעוֹת שָׁלִישׁ	7	נחלת הכלל / CC0 (לפי ספריא)	Ibn Ezra on Psalms 80:6:2	
הִכָּה שׁוֹרֵש	7	נחלת הכלל / CC0 (לפי ספריא)	Midbar Shur 22:2 (Midbar Shur [he])	שאילתה: הכה שורש
הִתִּיק	7	נחלת הכלל / CC0 (לפי ספריא)	Turei Zahav on Shulchan Arukh, Orach Chayim 147:4	
זוּלָתָן	7	נחלת הכלל / CC0 (לפי ספריא)	Ezra ben Solomon on Song of Songs 2:2:2 (Chamesh Megillot, Warsaw 1875 [he])	
זָח	7	נחלת הכלל / CC0 (לפי ספריא)	Machberet Menachem, Letter Zayin 15:1	
חֲבַרְבָּר	7	נחלת הכלל / CC0 (לפי ספריא)	Sefer HeArukh, Letter Chet 28 (Sefer HeArukh, Lublin 1883 [he])	
יוֹקֵב	7	נחלת הכלל / CC0 (לפי ספריא)	Binyan Tziyon 1:7 (Binyan Tziyon, Altona, 1868 [he])	
לִפְרָקִים	7	נחלת הכלל / CC0 (לפי ספריא)	Talmud Eser HaSefirot, Section III, List of Answers on Terminology 66:1 (Jerusalem, 1956-1966 [he])	
מְבוּזָּר	7	נחלת הכלל / CC0 (לפי ספריא)	Jastrow, בָּזַר	
מַחְבֵּצָה	7	ויקיטקסט · נחלת הכלל (טקסט מקורי)	ברכות לז ב	שאילתה: מחבצה
מָךְ	7	נחלת הכלל / CC0 (לפי ספריא)	Mizrachi, Leviticus 27:8:1	
מַק	7	נחלת הכלל / CC0 (לפי ספריא)	BDB, מַק	
מֹרֶך לֵב	7	טקסט קלאסי (נחלת הכלל, לפי אופי החיבור)	Ramban on Deuteronomy 1:25:1	
מַרְנִין	7	נחלת הכלל / CC0 (לפי ספריא)	Ohev Ger, Additions, On Syriac Grammar, Letter Resh 8 (Ohev Ger, Philoxenus sive de Onkelosi, Vienna, 1830 [he])	
מִשְׁוֶרֶת	7	נחלת הכלל / CC0 (לפי ספריא)	Netivot Olam, Netiv Hatzdaka 4:10 (OYW [he])	
נְהִי	7	נחלת הכלל / CC0 (לפי ספריא)	Malbim Beur Hamilot on Ezekiel 27:32:1	
נִשְפֶּה	7	נחלת הכלל / CC0 (לפי ספריא)	Matnot Kehunah on Bereshit Rabbah 92:9:4 (Midrash Rabbah, Vilna, 1878 [he])	
עֲבוֹתוֹת	7	CC BY (ייחוס בלבד)	Birkat Asher on Torah, Exodus 28:14:1	
עָשָׂה נְפָשׁוֹת	7	CC BY-SA (ייחוס + שיתוף זהה)	Ohr HaTzafun, Miscellany, XVII 4	
פּוּרְתָּא	7	נחלת הכלל / CC0 (לפי ספריא)	A Dictionary of the Talmud, פּוֹרְתָּא פּוֹרְתָּא	
פִּיד	7	CC BY (ייחוס בלבד)	Pesikta DeRav Kahana 16:7	
פִּתְחוֹן פֶּה	7	טקסט קלאסי (נחלת הכלל, לפי אופי החיבור)	Rashi on Ezekiel 29:21:2	
צְדִיָּה	7	נחלת הכלל / CC0 (לפי ספריא)	Metzudat Zion on Ezekiel 13:18:6	
קְבָסְתָּן	7	נחלת הכלל / CC0 (לפי ספריא)	Jastrow, *קְבַס	
רָהוּי	7	נחלת הכלל / CC0 (לפי ספריא)	Machatzit HaShekel on Orach Chayim 514:10:4	
רֵישָא	7	לפי מילה · CC0 / נחלת הכלל	רישא=Mikdash Melekh on Zohar 3:154b:6 (Zholkva, 1864 [he])	רישא: ספריא · נחלת הכלל
תַּאֲנִיָּה וַאֲנִיָּה	7	נחלת הכלל / CC0 (לפי ספריא)	Metzudat Zion on Isaiah 29:2:3	
תִּיתוֹרָה / תִּיתוֹרֶת	7	CC BY (ייחוס בלבד)	Mishnat Eretz Yisrael on Mishnah Bikkurim, Appendix 2 94	
תַּכְרִיכִים	7	נחלת הכלל / CC0 (לפי ספריא)	Teshuvot Rabbi Akiva Eiger Tinyana 17:2	
תִּלֵי תִּילִים	7	נחלת הכלל / CC0 (לפי ספריא)	Etz Yosef on Shir HaShirim Rabbah 5:11:1:8	
אֶבֶן פִּינָּה	8	נחלת הכלל / CC0 (לפי ספריא)	Avot DeRabbi Natan 28:9 (Talmud Bavli, Vilna 1883 ed. [he])	
אֶבֶן שׁוֹאֶבֶת	8	נחלת הכלל / CC0 (לפי ספריא)	A Dictionary of the Talmud, אֶבֶן שׁוֹאֶבֶת	
אַגַּב אוֹרְחָא	8	נחלת הכלל / CC0 (לפי ספריא)	Hegyonot El Ami, Volume II, Miketz 52:14	
בְּיֶתֶר שְׂאֵת	8	נחלת הכלל / CC0 (לפי ספריא)	Tzror HaMor on Song of Songs 7:13:3 (Alshich on Five Megillot, Warsaw, 1862 [he])	
בִּכְפִיפָה אַחַת	8	CC BY (ייחוס בלבד)	A New Israeli Commentary on Pirkei Avot 5:17:8	
בִּלְתִּי אֶמְצָעִי	8	נחלת הכלל / CC0 (לפי ספריא)	Sforno on Genesis 17:7:1	
בִּלְתִּי נִדְלֶה	8	ויקיטקסט · נחלת הכלל (טקסט מקורי)	בדרך לא סלולה/ירושלים	שאילתה: בלתי נדלה
בְּמֵישָׁרִין	8	ויקיטקסט · נחלת הכלל (טקסט מקורי)	פקודת מס הכנסה	שאילתה: במישרין
בְּעוֹד מוֹעֵד	8	נחלת הכלל / CC0 (לפי ספריא)	Book of Judith 8:31 (Ketuvim Achronim, Seckel Isaac Frankel. Warsaw, 1885 [he])	
בַּצַּר לוֹ	8	נחלת הכלל / CC0 (לפי ספריא)	Ibn Ezra on Leviticus 7:16:1	
דוֹמֶן	8	נחלת הכלל / CC0 (לפי ספריא)	Metzudat Zion on Psalms 113:7:1 (On Your Way [he])	
הֲוָיָה	8	נחלת הכלל / CC0 (לפי ספריא)	Aderet Eliyahu, Leviticus 13:45:1 (Aderet Eliyahu, Halberstadt, 1860 [he])	
הִכָּה בְּאֶצְבַּע צְרֵדָה	8	נחלת הכלל / CC0 (לפי ספריא)	Chayei Moharan 522:1	
הָלַך בְּדֶרֶך כָּל בָּשָר / הָאָרֶץ	8	נחלת הכלל / CC0 (לפי ספריא)	Divrei David on Rashi, Exodus 8:20:1	
הֶעֱלָה עַל נֵס	8	נחלת הכלל / CC0 (לפי ספריא)	Haamek Davar on Leviticus 9:24:1 (Sefer Torat Elohim, Vilna 1879 [he])	שאילתה: העלה נס
הִשְׁלִיך נַפְשׁוֹ מִנֶּגֶד	8	נחלת הכלל / CC0 (לפי ספריא)	Likutei Moharan, Introduction 38	
הִתְגַּלֵּעַ רִיב	8	נחלת הכלל / CC0 (לפי ספריא)	Teshuvot Maharshal 36:10	
חוּט הַשָּׁנִי	8	נחלת הכלל / CC0 (לפי ספריא)	Ohr Ne'erav, PART VII, Letter Tav 22	
חֲסַר פְּנִיּוֹת	8	ויקיטקסט · נחלת הכלל (טקסט מקורי)	חוק הבוררות המסחרית הבין-לאומית	שאילתה: חסר פניות
לָא מִנֵּיהּ וְלָא מִקְּצָתֵיהּ	8	נחלת הכלל / CC0 (לפי ספריא)	Sermons Unto My People, The Three Festivals 1:28 (Derashot El Ami, Jerusalem 1936 [he])	
לַהֲדָ"ם	8	CC BY (ייחוס בלבד)	Weekday Siddur Sefard Linear, The Morning Prayers, Hodu 79	
לְמַכְבִּיר	8	נחלת הכלל / CC0 (לפי ספריא)	Ralbag on Job 36:31:1 (On Your Way [he])	
לְמִצְעָר	8	נחלת הכלל / CC0 (לפי ספריא)	Malbim Beur Hamilot on Isaiah 63:18:1	
לְמַרְאִית עַיִן	8	נחלת הכלל / CC0 (לפי ספריא)	Korban Netanel on Yevamot 10:9	
מַאֲוַיִּים	8	נחלת הכלל / CC0 (לפי ספריא)	Tov haLevanon, Tenth Treatise on Devotion to God 7:10	
מְהַדְּרִין	8	נחלת הכלל / CC0 (לפי ספריא)	Beur HaGra on Shulchan Arukh, Orach Chayim 677:3:2 (Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893 [he])	
מִיָּמִים יָמִימָה	8	נחלת הכלל / CC0 (לפי ספריא)	Rabbeinu Bahya, Shemot 13:10:1	
מִנִּי אָז	8	נחלת הכלל / CC0 (לפי ספריא)	Rashash on Bekhorot 20a:3 (Vilna Edition [he])	
מְסוֹבָב	8	נחלת הכלל / CC0 (לפי ספריא)	Talmud Eser HaSefirot, Section VII, List of Answers on Topics 154:90	
מִקַּדְמַת דְּנָא	8	טקסט קלאסי (נחלת הכלל, לפי אופי החיבור)	Zohar, Vayetzei 27:274	
נִבְכֵי נַפְשׁוֹ	8	CC BY (ייחוס בלבד)	Talmud Series; Shemitah, Afterword 33	
נַפְשׁוֹ יָצְאָה	8	נחלת הכלל / CC0 (לפי ספריא)	HaKtav VeHaKabalah, Genesis 35:18:1 (HaKtav VeHaKabbalah, Frankfurt 1880 [he])	
פָּכַר אֶת יָדָיו / אֶצְבְּעוֹתָיו	8	נחלת הכלל / CC0 (לפי ספריא)	Tosafot on Yoma 47b:10:1	
קַלּוּת רֹאשׁ	8	נחלת הכלל / CC0 (לפי ספריא)	Korban HaEdah on Jerusalem Talmud Megillah 3:3:3:1	
שְׁוֵוה נֶפֶשׁ	8	נחלת הכלל / CC0 (לפי ספריא)	LeNevukhei HaTekufah 3:10:4 (Merkaz Shapira, 2014 [he])	שאילתה: שווה נפש
שָׁרִיר וְקַיָם	8	נחלת הכלל / CC0 (לפי ספריא)	Rif Bava Batra 75a:6 (Vilna Edition [he])	
שַׂרְעַפִּים	8	נחלת הכלל / CC0 (לפי ספריא)	Jastrow, סַרְעַפִּים	
אֶבֶן יְסוֹד	9	נחלת הכלל / CC0 (לפי ספריא)	Metzudat David on Haggai 2:15:4 (On Your Way [he])	
אֵין תּוֹכוֹ כְּבָרוֹ	9	נחלת הכלל / CC0 (לפי ספריא)	Malbim Beur Hamilot on Isaiah 10:6:2	
אֶנִיגְמָה	9	⚠ דרוש מקור	תעלומה	שאילתה: אניגמה
בְּחוּבּוֹ	9	CC BY (ייחוס בלבד)	Variants on Bava Batra 7:14:9	
בְּנַפְשׁוֹ הַדָּבָר	9	CC BY-SA (ייחוס + שיתוף זהה)	Chafetz Chaim, Part Two, The Prohibition Against Rechilut, Principle 6 6:1	
בִּקֵּשׁ עַל נַפְשׁוֹ	9	נחלת הכלל / CC0 (לפי ספריא)	Etz Yosef on Bereishit Rabbah 91:8:3	
דִּבְרֵי חֲלָקוֹת	9	נחלת הכלל / CC0 (לפי ספריא)	Ibn Ezra on Isaiah 30:10:4	
הֲגַם שֶׁ-	9	נחלת הכלל / CC0 (לפי ספריא)	Malbim on Proverbs 30:28:2	
הִמְרָה אֶת פִּיו	9	נחלת הכלל / CC0 (לפי ספריא)	Rabbeinu Bahya, Vayikra 1:9:1	
הִסְתּוֹפֵף בְּצִלּוֹ	9	נחלת הכלל / CC0 (לפי ספריא)	Shoshanat HaAmakim on Song of Songs 2:3:1	
יָצָא לָשׂוּחַ	9	טקסט קלאסי (נחלת הכלל, לפי אופי החיבור)	Radak on Genesis 24:63:2	
לוּט בָּעֲרָפֶל	9	CC BY (ייחוס בלבד)	Mishnat Eretz Yisrael on Mishnah Yoma 6:8:20	
לְלֹא כָּחָל וְסָרָק	9	CC BY (ייחוס בלבד)	Mishnat Eretz Yisrael on Mishnah Yoma, Preface 5:4	
לִפְנַי וְלִפְנִים	9	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Shevuot 13b:5:2	
מִגְדָּנוֹת	9	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Ketubot 73b:9:4	
מְלוּבָּן	9	נחלת הכלל / CC0 (לפי ספריא)	Hon Ashir on Mishnah Bekhorot 4:7:1	
מְשׁוֹבֵב נֶפֶשׁ	9	נחלת הכלל / CC0 (לפי ספריא)	Nishmat Chayyim, Fourth Treatise 7:3 (Warsaw, 1876 [he])	
סָפַק אֶת כָּפָּיו	9	נחלת הכלל / CC0 (לפי ספריא)	Abarbanel on Torah, Numbers 23:13:2	
עִוְעִים	9	נחלת הכלל / CC0 (לפי ספריא)	BDB, עִוְעִים	
עַמוּד הַתָּוֶוך	9	ויקיטקסט · נחלת הכלל (טקסט מקורי)	דורות הראשונים/כרך ג/חלק שני/פרק כה	שאילתה: עמוד התווך
עֵרָה	9	נחלת הכלל / CC0 (לפי ספריא)	Metzudat Zion on Zephaniah 2:14:9	
צוּר מַחְצַבְתּוֹ	9	נחלת הכלל / CC0 (לפי ספריא)	Hegyonot El Ami, Volume I, Yom Kippur 43:8 (Antwerp, 1933-1936 [he])	
קַנְקַן זָפוּת	9	נחלת הכלל / CC0 (לפי ספריא)	Kohelet Rabbah 7:28:1	
רֵיאָלִי	9	ויקיטקסט · נחלת הכלל (טקסט מקורי)	חוק הבנקאות (רישוי)	שאילתה: ריאלי
שָׁוֶוה לְכֹל נֶפֶשׁ	9	נחלת הכלל / CC0 (לפי ספריא)	LeNevukhei HaTekufah 3:10:4 (Merkaz Shapira, 2014 [he])	
שֶׁנֶץ	9	נחלת הכלל / CC0 (לפי ספריא)	Sefer HeArukh, Letter Shin 300 (Sefer HeArukh, Lublin 1883 [he])	
שְׁרִירוּת לֵב	9	נחלת הכלל / CC0 (לפי ספריא)	Likutei Moharan 25:4:18	
אָשְׁיוֹת	10	נחלת הכלל / CC0 (לפי ספריא)	Sefer HeArukh, Letter Alef 956	
בְּלִי מֵשִׂים	10	נחלת הכלל / CC0 (לפי ספריא)	Rav Peninim on Proverbs 21:12:4 (Rav Peninim, Warsaw 1876 [he])	
בִּלְתִּי נִלְאֶה	10	נחלת הכלל / CC0 (לפי ספריא)	Torat HaOlah, Part Two 16:4 (Torat HaOlah, based on Prague, 1570 and Lemberg, 1858 editions  [he])	שאילתה: בלתי נלאה
בִּמְבֵּם	10	ויקיטקסט · נחלת הכלל	בחורף/א · יוסף חיים ברנר	הצורה "מבמבם" בטקסט: «והוא אוחז בכתף כולם, "מבמבם" לא בקולו». ברנר נפטר 1921
בַּר-חֲלוֹף	10	נחלת הכלל / CC0 (לפי ספריא)	Yachin on Mishnah Sanhedrin 10:5:1 (Mishnah, ed. Romm, Vilna 1913 [he])	
בְּרַם	10	נחלת הכלל / CC0 (לפי ספריא)	Machberet Menachem, Letter Bet 62:2	
גְּלָלִים	10	נחלת הכלל / CC0 (לפי ספריא)	Gilyon HaShas on Shabbat 58a:1	
גִנּוּנִים	10	נחלת הכלל / CC0 (לפי ספריא)	A Dictionary of the Talmud, גְּנוּנִים	
דָּא עָקָא	10	ספריא · נחלת הכלל	Hegyonot El Ami, Volume I, Rosh Hashanah 18:21 (Antwerp, 1933-1936 [he])	הצירוף במלואו · Antwerp, 1933-1936
הָיָה בְּעוֹכְרָיו	10	נחלת הכלל / CC0 (לפי ספריא)	Metzudat David on Job 32:13:1	
הִשְׁלִיך יְהָבוֹ עַל	10	ויקיטקסט · נחלת הכלל (טקסט מקורי)	החטא ועונשו (ברנר)/חלק חמישי/פרק I	שאילתה: השליך יהבו על
זִבְדָה	10	נחלת הכלל / CC0 (לפי ספריא)	Siddur Sefard, Purim, Krovetz L'Purim 23 (Torat Emet 357 [he])	
חֲגָוִים	10	נחלת הכלל / CC0 (לפי ספריא)	BDB, חֲגָוִים	
חִיוַּורְיָין	10	נחלת הכלל / CC0 (לפי ספריא)	Rabbeinu Gershom on Bava Batra 97b:14	
כּוֹחוֹ יָפֶה	10	נחלת הכלל / CC0 (לפי ספריא)	Shem MiShmuel, Noach 5:4 (Sefer Shem Mishmuel, Piotrkow, 1927-1934 [he])	
לְאַלְתַּר	10	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Ketubot 12a:2:2	
לְמֵישָׁרִין	10	ויקיטקסט · נחלת הכלל (טקסט מקורי)	חבל נחלתו ז לג	שאילתה: למישרין
לְסֵרוּגִין	10	נחלת הכלל / CC0 (לפי ספריא)	Nimukei Yosef on Bava Kamma 19a:1	
מַבְכִּירָה	10	נחלת הכלל / CC0 (לפי ספריא)	Likutei Moharan, Part II 4:2:3 (Likutei Moharan Tinyana - rabenubook.com [he])	
מַדְוֶה	10	נחלת הכלל / CC0 (לפי ספריא)	Torah Temimah on Torah, Leviticus 15:33:2	
מַהֲדִיר	10	נחלת הכלל / CC0 (לפי ספריא)	Perush Maharzu on Shemot Rabbah 2:2:6 (Midrash Rabbah, Vilna, 1878 [he])	
מְטֻלָּל	10	נחלת הכלל / CC0 (לפי ספריא)	Targum Jonathan on II Samuel 7:2 (Mikraot Gedolot [he])	
מִשֶּׁכְּבָר הַיָּמִים	10	נחלת הכלל / CC0 (לפי ספריא)	Torah Temimah on Lamentations 2:8:1 (Torah Temimah, Vilna, 1904 [he])	
מַתְמִיהַּ	10	נחלת הכלל / CC0 (לפי ספריא)	Matnot Kehunah on Bereshit Rabbah 12:10:11 (Midrash Rabbah, Vilna, 1878 [he])	
נוֹחַ לַבְּרִיּוֹת	10	נחלת הכלל / CC0 (לפי ספריא)	Prisha, Orach Chayim 53:4:1	
נִצַּחַת	10	נחלת הכלל / CC0 (לפי ספריא)	Jastrow, נִצַּחַת	
סָמוּך עַל שוּלְחָנוֹ	10	CC BY (ייחוס בלבד)	Brief Commentary on Sheviit 5:21:2	
סָר מֵרַע	10	נחלת הכלל / CC0 (לפי ספריא)	The Wisdom of Solomon 4:12	
עָלָה בְּקָנֶה אֶחָד	10	נחלת הכלל / CC0 (לפי ספריא)	Or HaChaim on Numbers 18:3:15 (Vocalized Edition [he])	שאילתה: עלה בקנה אחד
פּוֹרֵק עֹל	10	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Numbers 15:22:2	
צְנִיפָה	10	נחלת הכלל / CC0 (לפי ספריא)	Ralbag Beur HaMilot on Torah, Exodus 28:4:3	
קֳבָל עַם וְעֵדָה	10	CC BY (ייחוס בלבד)	The Midrash of Philo 6:7:6	
קַל דַּעַת	10	נחלת הכלל / CC0 (לפי ספריא)	Midrash Sekhel Tov, Bereshit 34:4:1 (Sechel Tob, Berlin 1900-1901 [he])	
קָרַם עוֹר וְגִידִים	10	ויקיטקסט · נחלת הכלל (טקסט מקורי)	לאורה של תורה/שמות	שאילתה: קרם עור וגידים
שְׁאֵר בָּשָׂר	10	נחלת הכלל / CC0 (לפי ספריא)	Korban HaEdah on Jerusalem Talmud Sanhedrin 7:7:4:2	
שְׁכִיב מְרַע	10	נחלת הכלל / CC0 (לפי ספריא)	Mishnah Bava Batra 9:6 (Torat Emet 357 [he])	
שָׂם נַפְשוֹ בְּכַפּוֹ	10	נחלת הכלל / CC0 (לפי ספריא)	The Book of Maccabees II 14:43	
שָנַק / שִנֵק	10	נחלת הכלל / CC0 (לפי ספריא)	Matnot Kehunah on Bereshit Rabbah 37:4:4 (Midrash Rabbah, Vilna, 1878 [he])	
תִּמּוּכִין	10	נחלת הכלל / CC0 (לפי ספריא)	Yesod VeShoresh HaAvodah, Shaar HaKollel 3:40 (Warsaw, 1875 [he])	
אַיֵּה?	5	נחלת הכלל / CC0 (לפי ספריא)	Sermons Unto My People, The Three Festivals 18:41 (Derashot El Ami, Jerusalem 1936 [he])	
הִפְלִיא בּוֹ אֶת מַכּוֹתָיו	1	נחלת הכלל / CC0 (לפי ספריא)	Or HaChaim on Exodus 6:1:2 (Vocalized Edition [he])	שאילתה: מכותיו הפליא
הִפְלִיג בְּ-	1	נחלת הכלל / CC0 (לפי ספריא)	Penei Moshe on Jerusalem Talmud Berakhot 1:1:30:9 (1536 [he])	שאילתה: הפליג
חֲרִי (אַף)	1	נחלת הכלל / CC0 (לפי ספריא)	Midrash Tannaim on Deuteronomy 11:17:3 (Berlin, 1908 [he])	שאילתה: חרי אף
קָשַׁר (לוֹ) כְּתָרִים	1	נחלת הכלל / CC0 (לפי ספריא)	Peri Tzadik, Rosh Chodesh Elul 1:2 (Pri Tzaddik, Lublin, 1901 [he])	שאילתה: קשר לו כתרים
שׁוֹקֵק (חַיִּים)	1	נחלת הכלל / CC0 (לפי ספריא)	Chatam Sofer on Torah, Eikev 56 (Chatam Sofer on Torah, Bratislava, 1879-1893 [he])	שאילתה: שוקק חיים
סָכַר אֶת פִּיו	2	נחלת הכלל / CC0 (לפי ספריא)	Midrash Tehillim 7:17 (OYW [he])	שאילתה: סכר את פיו
גֶּשֶׁם זַלְעָפוֹת	3	נחלת הכלל / CC0 (לפי ספריא)	Reggio on Torah, Genesis 7:13:1 (Vienna, 1821 [he])	שאילתה: גשם זלעפות
טָמַן ראשׁוֹ בַּחוֹל	3	נחלת הכלל / CC0 (לפי ספריא)	Notes and Corrections on Midrash Lekach Tov, Genesis 6:23 (Midrash Lekach Tov on Torah, Vilna 1884 [he])	שאילתה: ראשו בחול
