k	unit	term	gloss	bold	en	he
0717500b6936	1	sign	לחתום; שלט; סימן, לסמן	חתמה	She <b>signed</b> the document with her full legal name carefully.	היא <b>חתמה</b> על המסמך בשמה המשפטי המלא בזהירות.
c1a8734b2a48	1	simple	פשוט	הפשוט	The <b>simple</b> design used only basic shapes and solid colors.	העיצוב <b>הפשוט</b> השתמש רק בצורות בסיסיות ובצבעים אחידים.
f8e19a729584	1	singer	זמר	לזמר	The <b>singer</b> had such a powerful voice that people in the back could hear clearly.	<b>לזמר</b> היה קול כל כך עוצמתי שאנשים בשורות האחוריות יכלו לשמוע בבירור.
0c245b7b6b23	1	single	רווק; יחיד	רווקה	She stayed <b>single</b> for years before finally deciding to get married.	היא נשארה <b>רווקה</b> במשך שנים לפני שהחליטה סוף סוף להתחתן.
de9b7436968d	1	sir	אדון, תואר אצולה אנגלי	אדוני	Yes, <b>sir</b>, I will complete the work before Friday.	כן, <b>אדוני</b>, אני אשלים את העבודה לפני יום שישי.
9e4fc400415b	1	situation	מצב, סיטואציה	המצב	The <b>situation</b> at work improved when the new manager began listening to employees.	<b>המצב</b> בעבודה השתפר כשהמנהל החדש התחיל להקשיב לעובדים.
24137a41ee23	1	sky	שמיים, רקיע	השמיים	The <b>sky</b> turned dark and grey before the storm started.	<b>השמיים</b> הפכו כהים ואפורים לפני שהסערה התחילה.
12c577b839b9	1	sleep	שינה; לישון	ישנים	Children <b>sleep</b> deeply after playing outside all afternoon.	ילדים <b>ישנים</b> עמוק אחרי שהם משחקים בחוץ כל אחר הצהריים.
349341044d32	1	slow	איטי, לאט	האיטי	The <b>slow</b> internet connection made downloading the file take several hours.	החיבור <b>האיטי</b> לאינטרנט גרם להורדת הקובץ לקחת כמה שעות.
c8799b55d037	1	so	אז, כך ש-, ולכן; כל-כך, מאוד	כל כך	The water was <b>so</b> cold that we could not swim.	המים היו <b>כל כך</b> קרים שלא יכולנו לשחות.
cb0fbae18c87	1	soldier	חייל	החייל	The <b>soldier</b> carried heavy equipment on long marches through difficult terrain.	<b>החייל</b> נשא ציוד כבד בצעדות ארוכות בשטח קשה.
4e93bc326cb0	1	South	דרום	דרומה	We traveled <b>south</b> to visit my family in the warm region.	נסענו <b>דרומה</b> כדי לבקר את המשפחה שלי באזור החם.
e345b74fdd4d	1	special	מיוחד	מיוחדת	She wore a <b>special</b> dress embroidered with gold thread that her grandmother made.	היא לבשה שמלה <b>מיוחדת</b> רקומה בחוט זהב שסבתא שלה הכינה.
d64184766c59	1	spend	להוציא, לבזבז, לפזר; לבלות, להעביר	מבזבז	I <b>spend</b> too much money on coffee every week without noticing.	אני <b>מבזבז</b> יותר מדי כסף על קפה כל שבוע בלי לשים לב.
062c9596ff93	1	stand	לעמוד	עמוד	Please <b>stand</b> in line and wait for your turn at the counter.	אנא <b>עמוד</b> בתור וחכה לתורך בדלפק.
9350884b3be9	1	star	כוכב, לככב	בכוכב	We spotted a bright <b>star</b> twinkling in the night sky.	הבחנו <b>בכוכב</b> בהיר שהבהב בשמי הלילה.
7092be2147a9	1	start	להתחיל	נתחיל	We will <b>start</b> the meeting at nine o'clock tomorrow morning.	<b>נתחיל</b> את הפגישה בתשע בבוקר מחר.
15b71baacc13	1	station	תחנה; להציב	לתחנה	Trains arrive at the central <b>station</b> every thirty minutes.	רכבות מגיעות <b>לתחנה</b> המרכזית כל שלושים דקות.
64fcebb7ccbd	1	store	חנות; לאחסן	בחנות	We bought groceries at the <b>store</b> near our apartment.	קנינו מצרכים <b>בחנות</b> ליד הדירה שלנו.
35e080656f82	1	strange	מוזר	המוזרה	His <b>strange</b> behavior made everyone wonder what was happening.	ההתנהגות <b>המוזרה</b> שלו גרמה לכולם לתהות מה קורה.
6b9793acbe17	1	strong	חזק	חזקות	She has <b>strong</b> arms from years of swimming practice.	יש לה זרועות <b>חזקות</b> בזכות שנים של אימוני שחייה.
e364003fb473	1	studio	סטודיו	בסטודיו	The artist worked in her small <b>studio</b> all morning.	האמנית עבדה <b>בסטודיו</b> הקטן שלה כל הבוקר.
323d43b4953b	1	stupid	טיפש	טיפשי	It was <b>stupid</b> to leave without checking the weather forecast.	היה <b>טיפשי</b> לצאת בלי לבדוק את תחזית מזג האוויר.
5040c8c69540	1	summer	קיץ	הקיץ	We always visit our grandparents during <b>summer</b> vacation.	אנחנו תמיד מבקרים את הסבים שלנו בחופשת <b>הקיץ</b>.
3c4a6a5bbd92	1	surprise	הפתעה	המפתיע	His <b>surprise</b> visit made everyone at the party happy.	הביקור <b>המפתיע</b> שלו שימח את כולם במסיבה.
71b20b2249c0	1	sweet	מתוק, ממתק	המתוק	The <b>sweet</b> taste of honey is loved by children.	הטעם <b>המתוק</b> של הדבש אהוב על ילדים.
daf6a22096bf	1	system	מערכת; שיטה	המערכת	The new <b>system</b> made it easier to find documents.	<b>המערכת</b> החדשה הקלה על מציאת מסמכים.
c8ca1e79a6e5	1	team	קבוצה, צוות	הצוות	Our <b>team</b> won the basketball tournament last Saturday.	<b>הצוות</b> שלנו ניצח בטורניר הכדורסל בשבת שעברה.
ce116458eaf2	1	thank	תודה, להודות	שתודה	You should <b>thank</b> your mother for helping you.	כדאי <b>שתודה</b> לאמא שלך על העזרה.
03ea0ac384c9	1	theater	תיאטרון; בית קולנוע	בתיאטרון	We saw an interesting play at the <b>theater</b> downtown.	ראינו מחזה מעניין <b>בתיאטרון</b> במרכז העיר.
a45f2373117c	1	then	אז	ואז	First we studied, and <b>then</b> we went to the park.	קודם למדנו, <b>ואז</b> הלכנו לפארק.
aa7b9cfc8fe7	1	thousand	אלף	מאלף	The city has over one <b>thousand</b> different kinds of restaurants.	בעיר יש יותר <b>מאלף</b> סוגים שונים של מסעדות.
2bc4ce5c2dae	1	touch	מגע, לגעת	תיגע	Please don't <b>touch</b> that painting in the museum.	בבקשה אל <b>תיגע</b> בציור הזה במוזיאון.
dab7d45a284f	1	trust	אמון, לבטוח	בוטחת	She <b>trusts</b> her best friend with all her secrets.	היא <b>בוטחת</b> בחברה הכי טובה שלה ומשתפת אותה בכל הסודות שלה.
9222919d1973	1	truth	אמת	האמת	The <b>truth</b> about what happened finally came out.	<b>האמת</b> על מה שקרה יצאה לבסוף לאור.
04ff9e8471da	1	turn	לפנות, סיבוב; תור	שלפני	Please <b>turn</b> left at the corner before the store.	בבקשה פנה שמאלה בפינה <b>שלפני</b> החנות.
bedc44542690	1	understand	להבין	מבין	Do you <b>understand</b> what the teacher explained today?	אתה <b>מבין</b> מה המורה הסביר היום?
ab810a7ecd37	1	usually	בדרך-כלל	בדרך כלל	She <b>usually</b> drinks coffee in the morning before work.	היא <b>בדרך כלל</b> שותה קפה בבוקר לפני העבודה.
4e3de89caa66	1	village	כפר	בכפר	The small <b>village</b> has only one school and a small market.	<b>בכפר</b> הקטן יש רק בית ספר אחד ושוק קטן.
c885525bb23a	1	visit	לבקר	נבקר	Let's <b>visit</b> the museum downtown this coming weekend.	בואו <b>נבקר</b> במוזיאון במרכז העיר בסוף השבוע הקרוב.
67254d4690c9	1	voice	קול, להשמיע קול	הקול	His <b>voice</b> sounded strange and unfamiliar to everyone.	<b>הקול</b> שלו נשמע מוזר ולא מוכר לכולם.
e76ee58fc40f	1	wall	קיר; חומה	הקיר	The <b>wall</b> between the two houses was made of brick.	<b>הקיר</b> בין שני הבתים היה עשוי לבנים.
f38bc7983070	1	want	לרצות	רוצה	Do you <b>want</b> to join us for lunch today?	אתה <b>רוצה</b> להצטרף אלינו לארוחת צהריים היום?
972b3a55ef68	1	war	מלחמה	המלחמה	The <b>war</b> between the two countries lasted for several years.	<b>המלחמה</b> בין שתי המדינות נמשכה כמה שנים.
1251be335a3f	1	watch	לצפות, להסתכל, להשגיח; שעון	תסתכל	<b>Watch</b> the road very carefully while you are driving.	<b>תסתכל</b> על הכביש בזהירות רבה בזמן שאתה נוהג.
0fe20c086277	1	way	דרך; אופן	הדרך	I know the <b>way</b> to the train station.	אני מכיר את <b>הדרך</b> לתחנת הרכבת.
15b55fbc410a	1	weekend	סוף שבוע	בסוף השבוע	They always visit their parents on the <b>weekend</b>.	הם תמיד מבקרים את ההורים שלהם <b>בסוף השבוע</b>.
363b8b11466f	1	West	מערב	במערב	The sun sets in the <b>West</b> every evening.	השמש שוקעת <b>במערב</b> בכל ערב.
21a23e448894	1	what	מה, איזה	באיזו	<b>What</b> time do we need to leave tomorrow morning?	<b>באיזו</b> שעה אנחנו צריכים לצאת מחר בבוקר?
a0ba43064636	1	wife	אישה, רעיה	אשתו	His <b>wife</b> is a doctor at the hospital.	<b>אשתו</b> היא רופאה בבית החולים.
0defae1a2974	1	win	ניצחון, לנצח	ינצח	Our team will <b>win</b> the championship this year.	הצוות שלנו <b>ינצח</b> באליפות השנה.
4ae544bfdaec	1	winter	חורף	החורף	<b>Winter</b> is cold and snowy in many countries.	<b>החורף</b> קר ומושלג במדינות רבות.
162f91ec961c	1	with	באמצעות, עם	איתי	Will you come <b>with</b> me to the store?	תבוא <b>איתי</b> לחנות?
e5cb6b63567a	1	without	מבלי, ללא	בלי	We cannot succeed <b>without</b> hard work and dedication.	אנחנו לא יכולים להצליח <b>בלי</b> עבודה קשה ומסירות.
1627a3333524	1	work	עבודה, לעבוד	עובדת	She <b>works</b> hard at her job every day.	היא <b>עובדת</b> קשה בעבודה שלה כל יום.
4da8ee1a03ff	1	writer	סופר; כותב	הסופר	The <b>writer</b> has published many successful books already.	<b>הסופר</b> כבר פרסם ספרים מצליחים רבים.
474b7e12afa7	1	young	צעיר	הצעירה	My <b>young</b> daughter just started school this year.	הבת <b>הצעירה</b> שלי רק התחילה בית ספר השנה.
7a263634970d	1	zoo	גן חיות	לגן החיות	We went to the <b>zoo</b> to see the lions.	הלכנו <b>לגן החיות</b> לראות את האריות.
2b00ecf9772f	2	10th - tenth	עשירי	העשירית	This is the <b>tenth</b> time I have asked politely.	זו הפעם <b>העשירית</b> שאני מבקש בנימוס.
68aa47bc4f7c	2	4th - fourth	רביעי	הרביעי	She finished in <b>fourth</b> place in the race.	היא סיימה במקום <b>הרביעי</b> במרוץ.
b25b6e544814	2	5th - fifth	חמישי	בחמישה	My birthday is on the <b>fifth</b> of June.	יום ההולדת שלי הוא <b>בחמישה</b> ביוני.
37eb7e99db07	2	6th - sixth	שישי	השישית	He lives on the <b>sixth</b> floor of the building.	הוא גר בקומה <b>השישית</b> בבניין.
10748cd2c575	2	7th - seventh	שביעי	השביעי	Saturday is the <b>seventh</b> day of the week.	שבת היא היום <b>השביעי</b> בשבוע.
5b3aea17cadd	2	8th - eighth	שמיני	השמיני	He finished <b>eighth</b> in a race where seven runners crossed before him.	הוא סיים במקום <b>השמיני</b> במרוץ שבו שבעה רצים חצו את הקו לפניו.
cb72a96ffafc	2	9th - ninth	תשיעי	התשיעי	She finished <b>ninth</b> in a race where eight runners crossed before her.	היא סיימה במקום <b>התשיעי</b> במרוץ שבו שמונה רצים חצו את הקו לפניה.
345a965ae5db	2	academic	אקדמי	האקדמיים	His <b>academic</b> performance improved significantly after studying harder.	ההישגים <b>האקדמיים</b> שלו השתפרו משמעותית אחרי שלמד קשה יותר.
7bbbb0c01389	2	actor	שחקן	השחקן	The <b>actor</b> improvised a dramatic monologue for three minutes.	<b>השחקן</b> אלתר מונולוג דרמטי במשך שלוש דקות.
973dab1e8c11	2	address	כתובת; לפנות, לטפל	הכתובת	She wrote her <b>address</b> carefully on the envelope.	היא כתבה את <b>הכתובת</b> שלה בזהירות על המעטפה.
f11b9a805594	2	afraid	מפחד	פחדה	She was so <b>afraid</b> of the dark that she slept with a light on.	היא כל כך <b>פחדה</b> מהחושך שהיא ישנה עם אור דלוק.
99c1109283fe	2	agenda	סדר יום	סדר היום	The meeting <b>agenda</b> included five important topics to discuss.	<b>סדר היום</b> של הפגישה כלל חמישה נושאים חשובים לדיון.
